step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,5.95004,0.1412,29001.2,2.2,71.0,0.0,1342.0,50.04
200,5.95541,0.1315,31149.1,2.6,72.0,64.0,1340.0,48.74
300,5.97324,0.1291,31718.9,1.8,74.0,96.0,1337.0,50.2
400,5.98619,0.1273,32168.8,0.9,75.0,63.0,1363.0,50.6
500,5.9851,0.1265,32368.9,6.4,69.0,76.0,1363.0,30.1
600,5.90344,0.1233,33216.0,1.8,72.0,22.0,1361.0,50.79
700,5.97497,0.1233,33224.1,2.3,72.0,0.0,1361.0,50.13
800,5.99064,0.1228,33367.6,0.9,72.0,72.0,1361.0,49.9
900,5.91596,0.1227,33380.7,1.3,72.0,0.0,1361.0,51.08
1000,5.97603,0.1227,33392.7,8.1,72.0,0.0,1376.0,48.97
1100,5.96456,0.1226,33395.9,1.8,69.0,0.0,1367.0,50.16
1200,5.97282,0.1229,33334.3,1.3,71.0,0.0,1376.0,50.34
1300,5.99143,0.1229,33318.1,4.2,71.0,0.0,1363.0,48.14
1400,5.95892,0.1229,33314.7,2.4,75.0,87.0,1363.0,50.65
1500,5.3937,0.1227,33390.8,6.6,72.0,18.0,1363.0,46.78
1600,5.13323,0.1224,33453.4,1.4,73.0,0.0,1363.0,50.6
1700,5.04995,0.1222,33507.6,3.7,73.0,0.0,1363.0,50.47
1800,5.00808,0.1226,33405.8,1.4,74.0,97.0,1363.0,50.17
1900,4.87445,0.123,33293.9,1.8,70.0,99.0,1363.0,28.61
2000,4.70268,0.123,33288.3,8.6,71.0,18.0,1363.0,44.9
2100,4.47731,0.1231,33282.3,3.2,72.0,0.0,1363.0,49.95
2200,4.33908,0.1231,33279.4,2.2,72.0,0.0,1363.0,48.89
2300,4.2206,0.1226,33404.1,2.6,72.0,0.0,1363.0,50.18
2400,4.29039,0.1227,33392.5,2.6,71.0,0.0,1363.0,50.61
2500,4.02219,0.1226,33399.6,4.7,72.0,44.0,1363.0,50.66
2600,3.93986,0.1226,33404.8,2.2,75.0,47.0,1363.0,49.72
2700,3.87066,0.123,33289.5,1.2,72.0,0.0,1363.0,50.21
2800,3.80604,0.1231,33283.3,2.8,71.0,37.0,1363.0,47.18
2900,3.72561,0.1226,33403.9,3.1,74.0,97.0,1363.0,49.37
3000,3.67221,0.1226,33408.5,5.0,72.0,0.0,1363.0,50.14
3100,3.51798,0.1226,33404.3,0.8,72.0,33.0,1363.0,50.8
3200,3.53835,0.1222,33523.9,3.1,72.0,0.0,1363.0,50.36
3300,3.48786,0.1226,33402.2,2.3,75.0,96.0,1363.0,49.74
3400,3.46586,0.1226,33406.0,5.7,75.0,91.0,1363.0,50.6
3500,3.3253,0.1226,33403.0,6.9,72.0,0.0,1361.0,50.2
3600,3.28123,0.1228,33348.6,2.3,73.0,77.0,1361.0,50.24
3700,3.32415,0.1228,33367.8,1.8,71.0,0.0,1361.0,50.75
3800,3.04887,0.1223,33497.2,1.9,71.0,0.0,1361.0,50.41
3900,3.25199,0.1223,33494.4,1.1,75.0,45.0,1361.0,48.07
4000,3.15821,0.1223,33494.5,7.7,71.0,17.0,1361.0,44.91
4100,3.14778,0.1217,33669.0,1.2,72.0,0.0,1361.0,48.7
4200,3.23355,0.1217,33649.4,4.7,73.0,0.0,1361.0,49.47
4300,3.07085,0.1217,33643.9,0.9,72.0,0.0,1361.0,50.51
4400,3.24453,0.1223,33487.9,3.1,72.0,32.0,1361.0,48.71
4500,3.03993,0.1227,33378.0,5.9,71.0,8.0,1361.0,46.93
4600,3.05354,0.1227,33384.3,2.6,72.0,0.0,1361.0,46.42
4700,3.0944,0.1227,33378.7,4.3,71.0,52.0,1361.0,47.86
4800,3.04071,0.1228,33363.8,1.4,73.0,0.0,1368.0,50.42
4900,2.91132,0.1226,33418.0,2.6,72.0,0.0,1357.0,50.1
5000,2.97913,0.1238,33087.9,5.4,71.0,0.0,1359.0,50.72
5100,3.03873,0.1237,33123.3,0.5,72.0,0.0,1346.0,49.69
5200,2.87071,0.1235,33162.6,0.5,75.0,77.0,1346.0,48.65
5300,2.86588,0.1233,33210.7,0.8,72.0,0.0,1346.0,46.14
5400,2.95169,0.1228,33344.1,2.2,73.0,0.0,1346.0,50.43
5500,2.75939,0.1215,33703.4,6.1,75.0,51.0,1346.0,50.55
5600,2.70758,0.1215,33698.1,2.2,72.0,0.0,1346.0,50.26
5700,2.86641,0.1216,33697.4,2.6,72.0,0.0,1346.0,50.56
5800,2.82268,0.1218,33632.9,1.3,69.0,65.0,1346.0,25.97
5900,2.77022,0.1218,33630.6,1.4,72.0,73.0,1346.0,50.13
6000,2.79898,0.1217,33643.5,7.1,71.0,17.0,1346.0,45.6
