2026-09-17 12:15:20,619 | INFO    | main | ================================================================
2026-09-17 12:15:20,619 | INFO    | main | self-learning pipeline (steps=6000, model=6L/512E, vocab=4096)
2026-09-17 12:15:20,619 | INFO    | main | ================================================================
2026-09-17 12:15:25,620 | INFO    | data_engine | buffer has 693 valid block(s); skipping seed
2026-09-17 12:15:25,620 | INFO    | main | engine: Standard PyTorch AMP (forced)
2026-09-17 12:15:25,626 | INFO    | data_engine | corpus mmap already present (corpus_5ac147a51cc3d8f2.npy)
2026-09-17 12:15:38,543 | INFO    | main | step 21      engine=pytorch train=8.3758 blocks=693 val_best=inf
2026-09-17 12:15:48,570 | INFO    | main | step 47      engine=pytorch train=8.0987 blocks=693 val_best=inf
2026-09-17 12:15:58,800 | INFO    | main | step 73      engine=pytorch train=7.7231 blocks=693 val_best=inf
2026-09-17 12:16:08,891 | INFO    | main | step 99      engine=pytorch train=7.3047 blocks=693 val_best=inf
2026-09-17 12:16:09,309 | INFO    | pytorch_trainer | M step=100    train=6.4778  27779.8 tok/s  step=0.147s  cpu=3.5% gpu=51.0% vram=1479.0MB temp=56.0C pw=43.88W
2026-09-17 12:16:19,172 | INFO    | main | step 126     engine=pytorch train=6.8808 blocks=693 val_best=inf
2026-09-17 12:16:29,459 | INFO    | main | step 153     engine=pytorch train=6.5513 blocks=693 val_best=inf
2026-09-17 12:16:39,684 | INFO    | main | step 180     engine=pytorch train=6.3207 blocks=693 val_best=inf
2026-09-17 12:16:47,402 | INFO    | pytorch_trainer | M step=200    train=5.9596  30601.9 tok/s  step=0.134s  cpu=2.2% gpu=44.0% vram=1428.0MB temp=58.0C pw=44.58W
2026-09-17 12:16:50,045 | INFO    | main | step 207     engine=pytorch train=6.1666 blocks=693 val_best=inf
2026-09-17 12:17:00,309 | INFO    | main | step 234     engine=pytorch train=5.9884 blocks=693 val_best=inf
2026-09-17 12:17:10,520 | INFO    | main | step 260     engine=pytorch train=5.7714 blocks=693 val_best=inf
2026-09-17 12:17:20,810 | INFO    | main | step 287     engine=pytorch train=5.5264 blocks=693 val_best=inf
2026-09-17 12:17:25,795 | INFO    | pytorch_trainer | M step=300    train=5.1343  31530.3 tok/s  step=0.130s  cpu=0.9% gpu=43.0% vram=1451.0MB temp=65.0C pw=48.04W
2026-09-17 12:17:31,067 | INFO    | main | step 314     engine=pytorch train=5.3080 blocks=693 val_best=inf
2026-09-17 12:17:41,090 | INFO    | main | step 340     engine=pytorch train=5.1293 blocks=693 val_best=inf
2026-09-17 12:17:51,215 | INFO    | main | step 366     engine=pytorch train=4.9975 blocks=693 val_best=inf
2026-09-17 12:18:01,347 | INFO    | main | step 392     engine=pytorch train=4.8776 blocks=693 val_best=inf
2026-09-17 12:18:04,498 | INFO    | pytorch_trainer | M step=400    train=4.7028  31582.9 tok/s  step=0.130s  cpu=1.9% gpu=0.0% vram=1445.0MB temp=65.0C pw=49.65W
2026-09-17 12:18:11,440 | INFO    | main | step 418     engine=pytorch train=4.7782 blocks=693 val_best=inf
2026-09-17 12:18:21,707 | INFO    | main | step 445     engine=pytorch train=4.6882 blocks=693 val_best=inf
2026-09-17 12:18:31,919 | INFO    | main | step 472     engine=pytorch train=4.6195 blocks=693 val_best=inf
2026-09-17 12:18:42,176 | INFO    | main | step 499     engine=pytorch train=4.5498 blocks=693 val_best=inf
2026-09-17 12:18:42,882 | INFO    | pytorch_trainer | M step=500    train=4.5012  31954.4 tok/s  step=0.128s  cpu=15.0% gpu=0.0% vram=1446.0MB temp=66.0C pw=48.9W
2026-09-17 12:18:52,333 | INFO    | main | step 525     engine=pytorch train=4.5043 blocks=693 val_best=inf
2026-09-17 12:19:02,633 | INFO    | main | step 552     engine=pytorch train=4.4642 blocks=693 val_best=inf
2026-09-17 12:19:12,946 | INFO    | main | step 579     engine=pytorch train=4.4251 blocks=693 val_best=inf
2026-09-17 12:19:21,019 | INFO    | pytorch_trainer | M step=600    train=4.2968  33264.5 tok/s  step=0.123s  cpu=3.1% gpu=0.0% vram=1446.0MB temp=66.0C pw=48.78W
2026-09-17 12:19:23,310 | INFO    | main | step 606     engine=pytorch train=4.3823 blocks=693 val_best=inf
2026-09-17 12:19:33,592 | INFO    | main | step 633     engine=pytorch train=4.3492 blocks=693 val_best=inf
2026-09-17 12:19:43,832 | INFO    | main | step 660     engine=pytorch train=4.3202 blocks=693 val_best=inf
2026-09-17 12:19:54,189 | INFO    | main | step 687     engine=pytorch train=4.2992 blocks=693 val_best=inf
2026-09-17 12:19:59,373 | INFO    | pytorch_trainer | M step=700    train=4.2455  33083.8 tok/s  step=0.124s  cpu=1.8% gpu=85.0% vram=1446.0MB temp=71.0C pw=48.73W
2026-09-17 12:20:04,427 | INFO    | main | step 713     engine=pytorch train=4.2693 blocks=693 val_best=inf
2026-09-17 12:20:14,563 | INFO    | main | step 739     engine=pytorch train=4.2506 blocks=693 val_best=inf
2026-09-17 12:20:24,572 | INFO    | main | step 764     engine=pytorch train=4.2271 blocks=693 val_best=inf
2026-09-17 12:20:34,819 | INFO    | main | step 791     engine=pytorch train=4.2098 blocks=693 val_best=inf
2026-09-17 12:20:38,330 | INFO    | pytorch_trainer | M step=800    train=4.0609  32791.4 tok/s  step=0.125s  cpu=2.6% gpu=91.0% vram=1451.0MB temp=72.0C pw=49.2W
2026-09-17 12:20:45,200 | INFO    | main | step 818     engine=pytorch train=4.2031 blocks=693 val_best=inf
2026-09-17 12:20:55,513 | INFO    | main | step 845     engine=pytorch train=4.1911 blocks=693 val_best=inf
2026-09-17 12:21:05,796 | INFO    | main | step 872     engine=pytorch train=4.1767 blocks=693 val_best=inf
2026-09-17 12:21:16,078 | INFO    | main | step 899     engine=pytorch train=4.1629 blocks=693 val_best=inf
2026-09-17 12:21:16,506 | INFO    | pytorch_trainer | M step=900    train=4.0998  33185.4 tok/s  step=0.123s  cpu=7.0% gpu=0.0% vram=1451.0MB temp=69.0C pw=50.09W
2026-09-17 12:21:26,212 | INFO    | main | step 925     engine=pytorch train=4.1524 blocks=693 val_best=inf
2026-09-17 12:21:36,282 | INFO    | main | step 951     engine=pytorch train=4.1324 blocks=693 val_best=inf
2026-09-17 12:21:46,311 | INFO    | main | step 977     engine=pytorch train=4.1151 blocks=693 val_best=inf
2026-09-17 12:21:55,376 | INFO    | pytorch_trainer | M step=1000   train=4.0320  32990.8 tok/s  step=0.124s  cpu=16.5% gpu=0.0% vram=1453.0MB temp=69.0C pw=49.91W
2026-09-17 12:21:56,534 | INFO    | main | step 1003    engine=pytorch train=4.0957 blocks=693 val_best=inf
2026-09-17 12:22:06,652 | INFO    | main | step 1029    engine=pytorch train=4.0897 blocks=693 val_best=inf
2026-09-17 12:22:16,756 | INFO    | main | step 1055    engine=pytorch train=4.0654 blocks=693 val_best=inf
2026-09-17 12:22:26,926 | INFO    | main | step 1081    engine=pytorch train=4.0611 blocks=693 val_best=inf
2026-09-17 12:22:34,284 | INFO    | pytorch_trainer | M step=1100   train=3.9444  32578.1 tok/s  step=0.126s  cpu=4.3% gpu=74.0% vram=1455.0MB temp=73.0C pw=50.04W
2026-09-17 12:22:36,941 | INFO    | main | step 1107    engine=pytorch train=4.0338 blocks=693 val_best=inf
2026-09-17 12:22:47,174 | INFO    | main | step 1134    engine=pytorch train=4.0150 blocks=693 val_best=inf
2026-09-17 12:22:57,473 | INFO    | main | step 1161    engine=pytorch train=3.9979 blocks=693 val_best=inf
2026-09-17 12:23:07,802 | INFO    | main | step 1188    engine=pytorch train=3.9898 blocks=693 val_best=inf
2026-09-17 12:23:12,414 | INFO    | pytorch_trainer | M step=1200   train=4.0007  32638.4 tok/s  step=0.126s  cpu=3.1% gpu=7.0% vram=1457.0MB temp=72.0C pw=49.37W
2026-09-17 12:23:18,132 | INFO    | main | step 1215    engine=pytorch train=3.9792 blocks=693 val_best=inf
2026-09-17 12:23:28,394 | INFO    | main | step 1242    engine=pytorch train=3.9567 blocks=693 val_best=inf
2026-09-17 12:23:38,562 | INFO    | main | step 1268    engine=pytorch train=3.9424 blocks=693 val_best=inf
2026-09-17 12:23:48,859 | INFO    | main | step 1295    engine=pytorch train=3.9188 blocks=693 val_best=inf
2026-09-17 12:23:50,830 | INFO    | pytorch_trainer | M step=1300   train=3.9511  32919.8 tok/s  step=0.124s  cpu=1.8% gpu=78.0% vram=1461.0MB temp=73.0C pw=49.27W
2026-09-17 12:23:58,902 | INFO    | main | step 1321    engine=pytorch train=3.9142 blocks=693 val_best=inf
2026-09-17 12:24:09,209 | INFO    | main | step 1348    engine=pytorch train=3.8971 blocks=693 val_best=inf
2026-09-17 12:24:19,295 | INFO    | main | step 1374    engine=pytorch train=3.8808 blocks=693 val_best=inf
2026-09-17 12:24:29,434 | INFO    | pytorch_trainer | M step=1400   train=3.8082  32649.3 tok/s  step=0.126s  cpu=1.3% gpu=0.0% vram=1461.0MB temp=70.0C pw=48.21W
2026-09-17 12:24:29,825 | INFO    | main | step 1401    engine=pytorch train=3.8611 blocks=693 val_best=inf
2026-09-17 12:24:40,022 | INFO    | main | step 1427    engine=pytorch train=3.8566 blocks=693 val_best=inf
2026-09-17 12:24:50,043 | INFO    | main | step 1453    engine=pytorch train=3.8329 blocks=693 val_best=inf
2026-09-17 12:25:00,293 | INFO    | main | step 1480    engine=pytorch train=3.8123 blocks=693 val_best=inf
2026-09-17 12:25:08,292 | INFO    | pytorch_trainer | M step=1500   train=3.8190  32623.7 tok/s  step=0.126s  cpu=6.2% gpu=0.0% vram=1465.0MB temp=70.0C pw=47.8W
2026-09-17 12:25:10,579 | INFO    | main | step 1506    engine=pytorch train=3.8047 blocks=693 val_best=inf
2026-09-17 12:25:20,903 | INFO    | main | step 1533    engine=pytorch train=3.7905 blocks=693 val_best=inf
2026-09-17 12:25:31,215 | INFO    | main | step 1560    engine=pytorch train=3.7941 blocks=693 val_best=inf
2026-09-17 12:25:41,470 | INFO    | main | step 1587    engine=pytorch train=3.7737 blocks=693 val_best=inf
2026-09-17 12:25:46,519 | INFO    | pytorch_trainer | M step=1600   train=3.7238  33047.8 tok/s  step=0.124s  cpu=3.1% gpu=9.0% vram=1465.0MB temp=70.0C pw=49.4W
2026-09-17 12:25:51,816 | INFO    | main | step 1614    engine=pytorch train=3.7641 blocks=693 val_best=inf
2026-09-17 12:26:02,120 | INFO    | main | step 1641    engine=pytorch train=3.7467 blocks=693 val_best=inf
2026-09-17 12:26:12,126 | INFO    | main | step 1667    engine=pytorch train=3.7411 blocks=693 val_best=inf
2026-09-17 12:26:22,411 | INFO    | main | step 1694    engine=pytorch train=3.7355 blocks=693 val_best=inf
2026-09-17 12:26:24,746 | INFO    | pytorch_trainer | M step=1700   train=3.6472  33035.5 tok/s  step=0.124s  cpu=0.9% gpu=6.0% vram=1465.0MB temp=72.0C pw=49.99W
2026-09-17 12:26:32,488 | INFO    | main | step 1720    engine=pytorch train=3.7092 blocks=693 val_best=inf
2026-09-17 12:26:42,502 | INFO    | main | step 1745    engine=pytorch train=3.6960 blocks=693 val_best=inf
2026-09-17 12:26:52,510 | INFO    | main | step 1770    engine=pytorch train=3.6872 blocks=693 val_best=inf
2026-09-17 12:27:02,658 | INFO    | main | step 1796    engine=pytorch train=3.6820 blocks=693 val_best=inf
2026-09-17 12:27:04,194 | INFO    | pytorch_trainer | M step=1800   train=3.6190  32611.2 tok/s  step=0.126s  cpu=1.3% gpu=0.0% vram=1467.0MB temp=72.0C pw=50.25W
2026-09-17 12:27:12,975 | INFO    | main | step 1823    engine=pytorch train=3.6757 blocks=693 val_best=inf
2026-09-17 12:27:19,832 | WARNING | self_learner | PLATEAU detected after 100 stagnant steps (best rolling avg 3.6741) - refreshing knowledge
2026-09-17 12:27:19,832 | INFO    | data_engine | knowledge discovery triggered
2026-09-17 12:27:28,015 | INFO    | data_engine | fetched 4/4 targets
2026-09-17 12:27:28,338 | INFO    | data_engine | collect_from(4 urls): 352 usable chunks
