step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,6.09369,0.1495,27401.7,2.1,73.0,94.0,1476.0,50.8
200,5.25734,0.1368,29933.3,3.5,73.0,16.0,1476.0,50.61
300,4.63558,0.1331,30775.0,1.7,72.0,0.0,1477.0,49.18
400,4.32795,0.1305,31382.9,0.9,75.0,57.0,1477.0,48.63
500,4.21447,0.131,31278.4,6.2,72.0,21.0,1477.0,50.65
600,4.0606,0.1261,32478.1,0.8,72.0,0.0,1477.0,47.18
700,3.98981,0.1261,32490.9,2.2,75.0,55.0,1477.0,50.24
800,3.76654,0.1268,32295.9,2.2,72.0,29.0,1477.0,49.66
900,3.75562,0.1272,32189.7,2.9,72.0,0.0,1477.0,48.58
1000,3.65937,0.1269,32278.3,6.2,71.0,16.0,1477.0,46.24
1100,3.54913,0.1265,32391.5,1.7,73.0,66.0,1477.0,50.98
1200,3.64078,0.1282,31941.3,1.2,71.0,0.0,1477.0,50.31
1300,3.5684,0.1273,32185.8,2.6,72.0,28.0,1479.0,47.58
1400,3.44768,0.1268,32303.4,2.6,72.0,0.0,1479.0,50.71
1500,3.4708,0.1272,32193.7,5.4,71.0,18.0,1479.0,46.9
1600,3.38667,0.1276,32089.3,1.8,72.0,0.0,1479.0,48.33
1700,3.29635,0.1265,32371.2,4.1,75.0,69.0,1488.0,48.22
1800,3.25878,0.1266,32354.0,8.9,72.0,0.0,1488.0,51.08
1900,3.30182,0.1286,31852.0,2.2,71.0,49.0,1488.0,47.96
2000,3.37032,0.1269,32279.0,6.5,71.0,13.0,1488.0,44.1
2100,3.223,0.1278,32056.7,1.3,71.0,11.0,1489.0,49.9
2200,3.20842,0.1288,31805.3,2.3,70.0,0.0,1489.0,46.07
2300,3.07839,0.1283,31914.7,1.7,75.0,70.0,1491.0,48.77
2400,3.13125,0.1271,32228.2,1.9,72.0,39.0,1491.0,50.3
2500,3.09933,0.1271,32217.3,14.5,73.0,0.0,1494.0,51.56
2600,3.0538,0.1271,32215.3,3.9,72.0,0.0,1494.0,50.14
2700,3.23039,0.126,32505.7,0.7,75.0,30.0,1494.0,50.34
2800,2.95977,0.1258,32558.1,2.9,73.0,0.0,1494.0,49.74
2900,3.15231,0.1277,32067.4,0.9,71.0,0.0,1494.0,49.31
3000,2.95129,0.1276,32094.4,5.7,72.0,52.0,1494.0,50.57
3100,3.01823,0.1271,32216.5,2.4,73.0,0.0,1494.0,49.1
3200,2.98389,0.1275,32124.1,3.1,72.0,0.0,1494.0,49.14
3300,2.96748,0.1288,31790.1,4.8,75.0,62.0,1494.0,50.68
3400,2.93221,0.1271,32236.7,2.5,71.0,0.0,1495.0,40.21
3500,2.96462,0.1266,32350.7,4.9,72.0,0.0,1495.0,50.91
3600,2.88331,0.1278,32039.4,2.4,72.0,0.0,1495.0,50.54
3700,2.92639,0.1273,32175.1,1.8,69.0,100.0,1495.0,27.94
3800,2.91645,0.1266,32365.6,2.1,76.0,29.0,1495.0,50.46
3900,2.94628,0.1276,32111.3,0.9,75.0,75.0,1498.0,51.46
4000,2.85692,0.1283,31918.0,7.3,71.0,17.0,1498.0,44.97
4100,2.90313,0.1268,32304.2,1.2,71.0,0.0,1498.0,46.4
4200,2.83949,0.1274,32159.2,0.9,72.0,0.0,1498.0,51.34
4300,2.88246,0.1283,31935.4,2.6,75.0,14.0,1498.0,49.42
4400,2.92098,0.1264,32411.3,1.8,74.0,78.0,1498.0,49.81
4500,2.79154,0.1264,32411.2,5.8,71.0,10.0,1498.0,46.65
4600,2.75228,0.1281,31986.6,1.8,69.0,97.0,1498.0,28.35
4700,2.92598,0.1271,32217.6,3.1,72.0,8.0,1509.0,50.66
4800,2.90551,0.1267,32338.1,0.9,73.0,6.0,1509.0,47.27
4900,2.94635,0.1283,31917.0,2.6,71.0,0.0,1509.0,48.54
5000,2.61136,0.128,32006.4,6.3,72.0,0.0,1509.0,50.51
5100,2.72446,0.1259,32520.9,1.7,72.0,0.0,1509.0,49.84
5200,2.6862,0.1265,32391.2,1.1,73.0,0.0,1509.0,51.0
5300,2.71239,0.1274,32157.7,2.2,72.0,54.0,1509.0,50.16
5400,2.66413,0.1259,32536.5,0.9,72.0,0.0,1509.0,48.12
5500,2.7299,0.1268,32314.2,5.5,71.0,0.0,1512.0,50.3
5600,2.81187,0.1281,31966.5,0.9,72.0,4.0,1512.0,48.18
5700,2.86938,0.1281,31981.7,3.5,75.0,90.0,1512.0,50.56
5800,2.56341,0.1261,32480.8,2.7,72.0,64.0,1512.0,50.1
5900,2.74862,0.1271,32223.5,2.6,73.0,0.0,1514.0,50.81
6000,2.87197,0.1273,32173.7,8.9,71.0,12.0,1514.0,47.92
