step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,5.95802,0.2172,18858.1,1.3,61.0,70.0,1276.0,29.75
200,5.04204,0.2107,19438.4,1.8,60.0,0.0,1276.0,28.06
300,4.58296,0.2091,19584.4,4.8,61.0,99.0,1276.0,28.04
400,4.32636,0.2085,19645.5,2.3,61.0,0.0,1276.0,26.92
500,4.19054,0.2079,19698.2,5.6,60.0,17.0,1276.0,27.65
600,3.94602,0.2057,19914.1,0.9,60.0,0.0,1276.0,27.25
700,3.94696,0.206,19880.2,0.9,60.0,0.0,1276.0,28.31
800,3.94721,0.206,19882.9,2.6,61.0,49.0,1276.0,27.67
900,3.88137,0.2061,19876.6,1.4,59.0,1.0,1276.0,27.25
1000,3.75317,0.2062,19868.6,4.8,59.0,0.0,1276.0,27.06
1100,3.75702,0.2062,19866.1,0.4,61.0,99.0,1276.0,29.6
1200,3.69692,0.2062,19867.8,1.3,61.0,99.0,1276.0,29.2
1300,3.57594,0.2061,19872.0,1.8,60.0,0.0,1276.0,26.93
1400,3.58392,0.206,19887.1,1.4,60.0,0.0,1276.0,27.81
1500,3.4485,0.2059,19897.4,5.9,60.0,0.0,1276.0,27.98
1600,3.46497,0.2058,19903.9,1.4,61.0,83.0,1276.0,29.54
1700,3.55118,0.2057,19913.9,1.3,61.0,99.0,1276.0,29.91
1800,3.48066,0.2057,19909.8,0.9,60.0,0.0,1276.0,27.43
1900,3.24515,0.2056,19917.8,0.9,60.0,0.0,1276.0,27.5
2000,3.26462,0.2055,19930.6,6.9,59.0,18.0,1276.0,26.33
2100,3.27169,0.2055,19933.5,0.9,60.0,0.0,1276.0,28.07
2200,3.18382,0.2057,19914.9,0.9,60.0,0.0,1276.0,27.26
2300,3.23532,0.2062,19862.9,0.9,59.0,0.0,1276.0,27.82
2400,3.32361,0.2062,19866.6,1.7,60.0,1.0,1276.0,27.04
2500,3.12321,0.2065,19830.9,5.8,59.0,13.0,1276.0,26.48
2600,3.07176,0.2066,19829.3,2.7,59.0,0.0,1276.0,26.98
2700,3.11342,0.2064,19842.6,1.8,60.0,1.0,1276.0,28.66
2800,3.1016,0.2059,19895.6,2.2,61.0,15.0,1276.0,28.06
2900,3.03834,0.2061,19872.4,2.2,61.0,99.0,1276.0,28.93
3000,2.98039,0.206,19879.1,6.9,59.0,18.0,1276.0,26.95
3100,2.96681,0.2061,19873.2,1.3,60.0,27.0,1276.0,28.74
3200,3.00205,0.206,19879.7,1.3,60.0,0.0,1276.0,27.78
3300,3.04517,0.1984,20641.6,2.9,65.0,0.0,1286.0,48.28
3400,2.99963,0.1821,22488.8,1.3,68.0,0.0,1287.0,49.79
3500,2.89911,0.1659,24689.9,7.8,69.0,18.0,1287.0,45.57
3600,2.88158,0.153,26779.2,0.9,65.0,0.0,1276.0,28.9
3700,2.9628,0.1531,26753.8,3.1,62.0,1.0,1276.0,28.28
3800,2.7029,0.1533,26720.3,2.3,66.0,0.0,1286.0,49.41
3900,2.91151,0.1615,25365.8,2.6,62.0,0.0,1281.0,28.23
4000,2.83085,0.1784,22962.3,9.0,60.0,18.0,1295.0,26.04
4100,2.85764,0.1921,21320.1,6.1,59.0,6.0,1277.0,27.82
4200,2.96725,0.1926,21271.0,0.9,61.0,99.0,1270.0,29.24
4300,2.77187,0.2003,20452.0,2.2,61.0,98.0,1274.0,29.03
4400,2.92869,0.2083,19661.8,0.9,60.0,82.0,1274.0,29.25
4500,2.77882,0.2078,19708.0,5.8,59.0,4.0,1274.0,26.98
4600,2.83065,0.2072,19766.8,1.3,60.0,98.0,1265.0,29.29
4700,2.803,0.2068,19806.2,1.8,61.0,96.0,1265.0,28.42
4800,2.77587,0.2067,19814.4,1.3,60.0,78.0,1265.0,29.53
4900,2.64809,0.2066,19826.7,0.9,60.0,37.0,1265.0,28.26
5000,2.74357,0.2064,19845.4,5.5,61.0,79.0,1265.0,29.01
5100,2.79457,0.2063,19851.4,3.9,60.0,0.0,1265.0,27.27
5200,2.61742,0.2066,19829.2,0.5,61.0,96.0,1265.0,29.95
5300,2.65358,0.2063,19850.3,1.3,60.0,0.0,1265.0,27.55
5400,2.72374,0.2065,19836.8,4.8,60.0,0.0,1265.0,27.98
5500,2.54471,0.2066,19825.7,5.2,60.0,27.0,1265.0,27.19
5600,2.49227,0.2065,19831.3,0.5,60.0,85.0,1265.0,28.41
5700,2.65761,0.2063,19850.8,3.7,59.0,39.0,1265.0,27.56
5800,2.59832,0.2064,19841.1,2.3,62.0,98.0,1265.0,29.1
5900,2.57529,0.2066,19825.0,3.1,61.0,67.0,1265.0,27.93
6000,2.59999,0.2065,19835.4,7.0,59.0,13.0,1265.0,25.69
