2026-09-18 15:22:34,628 | INFO    | main | ================================================================
2026-09-18 15:22:34,628 | INFO    | main | self-learning pipeline (steps=12000, model=6L/512E, vocab=4096)
2026-09-18 15:22:34,628 | INFO    | main | ================================================================
2026-09-18 15:22:34,847 | INFO    | data_engine | buffer has 693 valid block(s); skipping seed
2026-09-18 15:22:34,847 | INFO    | main | engine: Standard PyTorch AMP (forced)
2026-09-18 15:22:34,848 | INFO    | data_engine | corpus mmap already present (corpus_5ac147a51cc3d8f2.npy)
2026-09-18 15:22:46,607 | INFO    | main | step 22      engine=pytorch train=8.3095 blocks=693 val_best=inf
2026-09-18 15:22:56,721 | INFO    | main | step 48      engine=pytorch train=7.9105 blocks=693 val_best=inf
2026-09-18 15:23:06,991 | INFO    | main | step 74      engine=pytorch train=7.4047 blocks=693 val_best=inf
2026-09-18 15:23:17,220 | INFO    | pytorch_trainer | M step=100    train=6.0857  27619.7 tok/s  step=0.148s  cpu=3.0% gpu=34.0% vram=1319.0MB temp=73.0C pw=48.08W
2026-09-18 15:23:17,595 | INFO    | main | step 101     engine=pytorch train=6.8902 blocks=693 val_best=inf
2026-09-18 15:23:27,756 | INFO    | main | step 127     engine=pytorch train=6.5357 blocks=693 val_best=inf
2026-09-18 15:23:37,999 | INFO    | main | step 154     engine=pytorch train=6.3014 blocks=693 val_best=inf
2026-09-18 15:23:48,185 | INFO    | main | step 180     engine=pytorch train=6.0691 blocks=693 val_best=inf
2026-09-18 15:23:56,159 | INFO    | pytorch_trainer | M step=200    train=5.2890  30085.8 tok/s  step=0.136s  cpu=3.1% gpu=94.0% vram=1319.0MB temp=74.0C pw=49.55W
2026-09-18 15:23:58,491 | INFO    | main | step 206     engine=pytorch train=5.7755 blocks=693 val_best=inf
2026-09-18 15:24:08,840 | INFO    | main | step 233     engine=pytorch train=5.4427 blocks=693 val_best=inf
2026-09-18 15:24:18,880 | INFO    | main | step 257     engine=pytorch train=5.1912 blocks=693 val_best=inf
2026-09-18 15:24:29,745 | INFO    | main | step 279     engine=pytorch train=5.0009 blocks=693 val_best=inf
2026-09-18 15:24:37,973 | INFO    | pytorch_trainer | M step=300    train=4.6434  30752.5 tok/s  step=0.133s  cpu=3.1% gpu=0.0% vram=1319.0MB temp=71.0C pw=50.38W
2026-09-18 15:24:39,878 | INFO    | main | step 305     engine=pytorch train=4.8234 blocks=693 val_best=inf
2026-09-18 15:24:50,069 | INFO    | main | step 331     engine=pytorch train=4.6744 blocks=693 val_best=inf
2026-09-18 15:25:00,181 | INFO    | main | step 357     engine=pytorch train=4.5744 blocks=693 val_best=inf
2026-09-18 15:25:10,462 | INFO    | main | step 383     engine=pytorch train=4.4899 blocks=693 val_best=inf
2026-09-18 15:25:17,192 | INFO    | pytorch_trainer | M step=400    train=4.3623  31297.1 tok/s  step=0.131s  cpu=0.9% gpu=91.0% vram=1319.0MB temp=74.0C pw=50.01W
2026-09-18 15:25:20,522 | INFO    | main | step 408     engine=pytorch train=4.4164 blocks=693 val_best=inf
2026-09-18 15:25:30,812 | INFO    | main | step 434     engine=pytorch train=4.3572 blocks=693 val_best=inf
2026-09-18 15:25:40,879 | INFO    | main | step 459     engine=pytorch train=4.3154 blocks=693 val_best=inf
2026-09-18 15:25:51,166 | INFO    | main | step 485     engine=pytorch train=4.2676 blocks=693 val_best=inf
2026-09-18 15:25:57,431 | INFO    | pytorch_trainer | M step=500    train=4.2118  31371.7 tok/s  step=0.131s  cpu=5.5% gpu=17.0% vram=1319.0MB temp=71.0C pw=46.23W
2026-09-18 15:26:01,203 | INFO    | main | step 510     engine=pytorch train=4.2266 blocks=693 val_best=inf
2026-09-18 15:26:11,471 | INFO    | main | step 536     engine=pytorch train=4.2047 blocks=693 val_best=inf
2026-09-18 15:26:21,861 | INFO    | main | step 563     engine=pytorch train=4.1722 blocks=693 val_best=inf
2026-09-18 15:26:32,128 | INFO    | main | step 589     engine=pytorch train=4.1410 blocks=693 val_best=inf
2026-09-18 15:26:36,429 | INFO    | pytorch_trainer | M step=600    train=4.0752  32563.2 tok/s  step=0.126s  cpu=0.9% gpu=0.0% vram=1319.0MB temp=72.0C pw=50.83W
2026-09-18 15:26:42,242 | INFO    | main | step 615     engine=pytorch train=4.1141 blocks=693 val_best=inf
2026-09-18 15:26:52,552 | INFO    | main | step 642     engine=pytorch train=4.0860 blocks=693 val_best=inf
2026-09-18 15:27:02,644 | INFO    | main | step 662     engine=pytorch train=4.0670 blocks=693 val_best=inf
2026-09-18 15:27:12,866 | INFO    | main | step 689     engine=pytorch train=4.0415 blocks=693 val_best=inf
2026-09-18 15:27:17,338 | INFO    | pytorch_trainer | M step=700    train=3.9938  32589.5 tok/s  step=0.126s  cpu=1.8% gpu=0.0% vram=1319.0MB temp=72.0C pw=50.28W
2026-09-18 15:27:22,943 | INFO    | main | step 714     engine=pytorch train=4.0176 blocks=693 val_best=inf
2026-09-18 15:27:33,278 | INFO    | main | step 740     engine=pytorch train=3.9875 blocks=693 val_best=inf
2026-09-18 15:27:43,476 | INFO    | main | step 764     engine=pytorch train=3.9593 blocks=693 val_best=inf
2026-09-18 15:27:53,524 | INFO    | main | step 789     engine=pytorch train=3.9313 blocks=693 val_best=inf
2026-09-18 15:27:57,872 | INFO    | pytorch_trainer | M step=800    train=3.7750  32456.1 tok/s  step=0.126s  cpu=1.4% gpu=0.0% vram=1319.0MB temp=72.0C pw=50.79W
2026-09-18 15:28:03,955 | INFO    | main | step 815     engine=pytorch train=3.9185 blocks=693 val_best=inf
2026-09-18 15:28:14,086 | INFO    | main | step 841     engine=pytorch train=3.9007 blocks=693 val_best=inf
2026-09-18 15:28:24,435 | INFO    | main | step 867     engine=pytorch train=3.8785 blocks=693 val_best=inf
2026-09-18 15:28:34,732 | INFO    | main | step 893     engine=pytorch train=3.8501 blocks=693 val_best=inf
2026-09-18 15:28:37,468 | INFO    | pytorch_trainer | M step=900    train=3.7623  32479.2 tok/s  step=0.126s  cpu=1.7% gpu=0.0% vram=1319.0MB temp=72.0C pw=50.97W
2026-09-18 15:28:45,070 | INFO    | main | step 919     engine=pytorch train=3.8244 blocks=693 val_best=inf
2026-09-18 15:28:55,281 | INFO    | main | step 945     engine=pytorch train=3.8008 blocks=693 val_best=inf
2026-09-18 15:29:05,404 | INFO    | main | step 970     engine=pytorch train=3.7701 blocks=693 val_best=inf
2026-09-18 15:29:15,483 | INFO    | main | step 995     engine=pytorch train=3.7484 blocks=693 val_best=inf
2026-09-18 15:29:19,927 | INFO    | pytorch_trainer | M step=1000   train=3.6518  32633.2 tok/s  step=0.126s  cpu=7.4% gpu=12.0% vram=1319.0MB temp=68.0C pw=27.66W
2026-09-18 15:29:25,591 | INFO    | main | step 1015    engine=pytorch train=3.7472 blocks=693 val_best=inf
2026-09-18 15:29:35,603 | INFO    | main | step 1040    engine=pytorch train=3.7149 blocks=693 val_best=inf
2026-09-18 15:29:45,916 | INFO    | main | step 1066    engine=pytorch train=3.6938 blocks=693 val_best=inf
2026-09-18 15:29:56,163 | INFO    | main | step 1091    engine=pytorch train=3.6713 blocks=693 val_best=inf
2026-09-18 15:29:59,929 | INFO    | pytorch_trainer | M step=1100   train=3.5463  32618.3 tok/s  step=0.126s  cpu=10.5% gpu=0.0% vram=1319.0MB temp=72.0C pw=48.37W
2026-09-18 15:30:06,163 | INFO    | main | step 1116    engine=pytorch train=3.6489 blocks=693 val_best=inf
2026-09-18 15:30:16,266 | INFO    | main | step 1141    engine=pytorch train=3.6310 blocks=693 val_best=inf
2026-09-18 15:30:26,647 | INFO    | main | step 1167    engine=pytorch train=3.6076 blocks=693 val_best=inf
2026-09-18 15:30:36,760 | INFO    | main | step 1193    engine=pytorch train=3.6076 blocks=693 val_best=inf
2026-09-18 15:30:39,475 | INFO    | pytorch_trainer | M step=1200   train=3.6529  32348.3 tok/s  step=0.127s  cpu=1.3% gpu=0.0% vram=1319.0MB temp=72.0C pw=50.43W
2026-09-18 15:30:47,010 | INFO    | main | step 1219    engine=pytorch train=3.5900 blocks=693 val_best=inf
2026-09-18 15:30:57,173 | INFO    | main | step 1245    engine=pytorch train=3.5792 blocks=693 val_best=inf
2026-09-18 15:31:07,289 | INFO    | main | step 1270    engine=pytorch train=3.5618 blocks=693 val_best=inf
2026-09-18 15:31:17,676 | INFO    | main | step 1296    engine=pytorch train=3.5351 blocks=693 val_best=inf
2026-09-18 15:31:19,443 | INFO    | pytorch_trainer | M step=1300   train=3.5609  32640.7 tok/s  step=0.126s  cpu=0.8% gpu=0.0% vram=1319.0MB temp=71.0C pw=46.0W
2026-09-18 15:31:27,880 | INFO    | main | step 1316    engine=pytorch train=3.5337 blocks=693 val_best=inf
2026-09-18 15:31:38,003 | INFO    | main | step 1341    engine=pytorch train=3.5278 blocks=693 val_best=inf
2026-09-18 15:31:48,175 | INFO    | main | step 1367    engine=pytorch train=3.5121 blocks=693 val_best=inf
2026-09-18 15:31:58,688 | INFO    | main | step 1388    engine=pytorch train=3.4923 blocks=693 val_best=inf
2026-09-18 15:32:03,316 | INFO    | pytorch_trainer | M step=1400   train=3.4516  32471.4 tok/s  step=0.126s  cpu=0.8% gpu=0.0% vram=1319.0MB temp=71.0C pw=49.79W
2026-09-18 15:32:08,938 | INFO    | main | step 1414    engine=pytorch train=3.4797 blocks=693 val_best=inf
2026-09-18 15:32:19,044 | INFO    | main | step 1439    engine=pytorch train=3.4734 blocks=693 val_best=inf
2026-09-18 15:32:29,066 | INFO    | main | step 1464    engine=pytorch train=3.4557 blocks=693 val_best=inf
2026-09-18 15:32:39,211 | INFO    | main | step 1489    engine=pytorch train=3.4362 blocks=693 val_best=inf
2026-09-18 15:32:43,836 | INFO    | pytorch_trainer | M step=1500   train=3.4687  32172.6 tok/s  step=0.127s  cpu=4.8% gpu=67.0% vram=1319.0MB temp=72.0C pw=50.52W
2026-09-18 15:32:49,560 | INFO    | main | step 1514    engine=pytorch train=3.4299 blocks=693 val_best=inf
2026-09-18 15:32:59,856 | INFO    | main | step 1540    engine=pytorch train=3.4180 blocks=693 val_best=inf
2026-09-18 15:33:09,963 | INFO    | main | step 1566    engine=pytorch train=3.4157 blocks=693 val_best=inf
2026-09-18 15:33:19,994 | INFO    | main | step 1592    engine=pytorch train=3.4030 blocks=693 val_best=inf
2026-09-18 15:33:23,196 | INFO    | pytorch_trainer | M step=1600   train=3.4057  32318.0 tok/s  step=0.127s  cpu=0.9% gpu=95.0% vram=1319.0MB temp=75.0C pw=50.47W
2026-09-18 15:33:30,095 | INFO    | main | step 1617    engine=pytorch train=3.3970 blocks=693 val_best=inf
2026-09-18 15:33:40,275 | INFO    | main | step 1643    engine=pytorch train=3.3808 blocks=693 val_best=inf
2026-09-18 15:33:50,453 | INFO    | main | step 1668    engine=pytorch train=3.3768 blocks=693 val_best=inf
2026-09-18 15:34:00,692 | INFO    | main | step 1694    engine=pytorch train=3.3714 blocks=693 val_best=inf
2026-09-18 15:34:03,020 | INFO    | pytorch_trainer | M step=1700   train=3.2828  32478.8 tok/s  step=0.126s  cpu=0.4% gpu=0.0% vram=1319.0MB temp=72.0C pw=50.89W
2026-09-18 15:34:10,818 | INFO    | main | step 1720    engine=pytorch train=3.3483 blocks=693 val_best=inf
2026-09-18 15:34:21,074 | INFO    | main | step 1741    engine=pytorch train=3.3380 blocks=693 val_best=inf
2026-09-18 15:34:31,309 | INFO    | main | step 1767    engine=pytorch train=3.3308 blocks=693 val_best=inf
2026-09-18 15:34:41,403 | INFO    | main | step 1792    engine=pytorch train=3.3171 blocks=693 val_best=inf
2026-09-18 15:34:44,561 | INFO    | pytorch_trainer | M step=1800   train=3.2463  32292.2 tok/s  step=0.127s  cpu=2.7% gpu=0.0% vram=1319.0MB temp=73.0C pw=51.41W
2026-09-18 15:34:51,624 | INFO    | main | step 1818    engine=pytorch train=3.3128 blocks=693 val_best=inf
2026-09-18 15:35:01,698 | INFO    | main | step 1843    engine=pytorch train=3.3119 blocks=693 val_best=inf
2026-09-18 15:35:11,873 | INFO    | main | step 1869    engine=pytorch train=3.3096 blocks=693 val_best=inf
2026-09-18 15:35:21,962 | INFO    | main | step 1894    engine=pytorch train=3.2922 blocks=693 val_best=inf
2026-09-18 15:35:24,482 | INFO    | pytorch_trainer | M step=1900   train=3.3198  32290.0 tok/s  step=0.127s  cpu=1.1% gpu=0.0% vram=1319.0MB temp=71.0C pw=46.66W
2026-09-18 15:35:32,042 | INFO    | main | step 1919    engine=pytorch train=3.2701 blocks=693 val_best=inf
2026-09-18 15:35:42,202 | INFO    | main | step 1944    engine=pytorch train=3.2445 blocks=693 val_best=inf
