2026-09-18 14:41:48,345 | INFO    | main | ================================================================
2026-09-18 14:41:48,347 | INFO    | main | self-learning pipeline (steps=6000, model=6L/512E, vocab=4096)
2026-09-18 14:41:48,347 | INFO    | main | ================================================================
2026-09-18 14:41:48,891 | INFO    | data_engine | buffer has 693 valid block(s); skipping seed
2026-09-18 14:41:48,891 | INFO    | main | engine: Standard PyTorch AMP (forced)
2026-09-18 14:41:48,895 | INFO    | data_engine | corpus mmap already present (corpus_5ac147a51cc3d8f2.npy)
2026-09-18 14:42:13,915 | INFO    | main | step 20      engine=pytorch train=8.3681 blocks=693 val_best=inf
2026-09-18 14:42:24,105 | INFO    | main | step 46      engine=pytorch train=7.9795 blocks=693 val_best=inf
2026-09-18 14:42:34,268 | INFO    | main | step 72      engine=pytorch train=7.4767 blocks=693 val_best=inf
2026-09-18 14:42:44,458 | INFO    | main | step 98      engine=pytorch train=6.9632 blocks=693 val_best=inf
2026-09-18 14:42:45,264 | INFO    | pytorch_trainer | M step=100    train=6.0912  26226.5 tok/s  step=0.156s  cpu=4.3% gpu=0.0% vram=3894.0MB temp=57.0C pw=47.58W
2026-09-18 14:42:54,531 | INFO    | main | step 124     engine=pytorch train=6.5849 blocks=693 val_best=inf
2026-09-18 14:43:04,880 | INFO    | main | step 151     engine=pytorch train=6.3345 blocks=693 val_best=inf
2026-09-18 14:43:15,254 | INFO    | main | step 178     engine=pytorch train=6.1030 blocks=693 val_best=inf
2026-09-18 14:43:23,954 | INFO    | pytorch_trainer | M step=200    train=5.2908  28976.5 tok/s  step=0.141s  cpu=2.6% gpu=78.0% vram=3917.0MB temp=65.0C pw=48.54W
2026-09-18 14:43:25,526 | INFO    | main | step 204     engine=pytorch train=5.8102 blocks=693 val_best=inf
2026-09-18 14:43:35,687 | INFO    | main | step 230     engine=pytorch train=5.4847 blocks=693 val_best=inf
2026-09-18 14:43:45,738 | INFO    | main | step 255     engine=pytorch train=5.2152 blocks=693 val_best=inf
2026-09-18 14:43:56,035 | INFO    | main | step 282     engine=pytorch train=4.9787 blocks=693 val_best=inf
