step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,6.02185,0.1307,31332.9,0.9,71.0,97.0,1603.0,49.37
200,6.04578,0.1219,33600.5,3.5,70.0,1.0,1596.0,49.62
300,6.05159,0.12,34124.1,1.7,70.0,0.0,1568.0,46.94
400,5.99377,0.1184,34599.6,3.1,74.0,88.0,1590.0,50.17
500,5.97242,0.1174,34901.7,6.5,75.0,71.0,1570.0,49.88
600,5.97985,0.1139,35970.8,1.3,75.0,56.0,1568.0,49.16
700,5.96317,0.114,35914.5,4.5,71.0,0.0,1586.0,46.81
800,5.99167,0.1134,36107.9,13.9,74.0,0.0,1584.0,49.39
900,5.97099,0.1135,36085.0,5.3,72.0,0.0,1588.0,49.32
1000,5.95878,0.1136,36055.2,9.4,75.0,21.0,1611.0,49.71
1100,5.89727,0.117,34999.4,2.2,71.0,0.0,1583.0,50.19
1200,6.03999,0.1175,34853.0,2.6,72.0,0.0,1582.0,49.87
1300,5.94099,0.1178,34765.2,9.6,71.0,1.0,1619.0,49.52
1400,5.99041,0.1178,34781.3,4.6,72.0,0.0,1598.0,49.06
1500,5.99205,0.118,34722.3,23.7,71.0,16.0,1599.0,45.77
1600,5.98356,0.1146,35742.0,1.9,72.0,56.0,1597.0,50.09
1700,5.93512,0.1146,35731.8,40.6,75.0,63.0,1630.0,50.46
1800,5.94956,0.1155,35452.0,11.5,73.0,67.0,1655.0,49.88
1900,6.08632,0.1158,35359.7,5.3,71.0,10.0,1622.0,50.03
2000,6.00006,0.1158,35363.3,20.2,71.0,17.0,1593.0,44.04
2100,6.02679,0.1167,35112.8,7.8,71.0,3.0,1636.0,50.6
2200,5.99141,0.1164,35178.2,31.4,71.0,0.0,1706.0,50.1
2300,6.001,0.1159,35332.1,10.5,72.0,25.0,1604.0,49.87
2400,6.01036,0.116,35299.5,5.0,75.0,35.0,1687.0,48.82
2500,6.02822,0.116,35311.5,8.3,71.0,18.0,1629.0,46.02
2600,5.93931,0.1158,35378.5,4.8,71.0,0.0,1616.0,49.81
2700,5.9353,0.1153,35525.9,4.0,71.0,0.0,1616.0,45.51
2800,5.87252,0.1146,35751.3,2.3,72.0,56.0,1619.0,49.58
2900,5.98458,0.1141,35894.8,2.5,72.0,0.0,1599.0,45.76
3000,5.99767,0.1139,35954.0,5.7,71.0,16.0,1597.0,45.36
3100,5.96246,0.1136,36042.2,6.1,72.0,64.0,1595.0,49.97
3200,5.96031,0.1145,35781.6,3.1,73.0,2.0,1607.0,50.19
3300,5.99646,0.115,35604.3,2.6,73.0,78.0,1619.0,48.37
3400,5.93953,0.1153,35514.9,6.6,72.0,0.0,1634.0,49.71
3500,5.97095,0.1153,35512.7,8.9,72.0,0.0,1623.0,50.32
3600,5.94981,0.1151,35572.9,4.3,72.0,0.0,1620.0,49.71
3700,5.99969,0.1145,35786.5,5.4,72.0,45.0,1621.0,47.41
3800,5.98982,0.1141,35905.8,2.6,72.0,0.0,1629.0,49.72
3900,5.98083,0.1137,36017.6,1.1,72.0,0.0,1628.0,49.85
4000,5.97019,0.1142,35881.4,13.0,72.0,61.0,1627.0,47.92
4100,5.99306,0.1139,35962.8,3.1,71.0,0.0,1626.0,49.48
4200,5.9707,0.1139,35974.6,8.3,73.0,5.0,1615.0,49.17
4300,6.02362,0.1138,35979.2,1.9,72.0,0.0,1622.0,49.47
4400,5.95949,0.1141,35901.5,4.6,75.0,26.0,1613.0,49.9
4500,5.96122,0.1136,36054.5,9.0,72.0,6.0,1594.0,46.85
4600,5.96109,0.1137,36014.8,7.9,73.0,96.0,1594.0,50.27
4700,5.97403,0.1137,36015.4,5.5,72.0,1.0,1599.0,50.34
4800,5.97594,0.1138,36004.8,1.9,72.0,0.0,1594.0,45.37
4900,5.94962,0.1144,35801.0,7.0,69.0,58.0,1592.0,47.19
5000,6.00968,0.1145,35769.3,16.4,71.0,1.0,1633.0,49.22
5100,5.95749,0.1147,35709.4,4.3,72.0,1.0,1607.0,49.87
5200,5.966,0.1153,35512.5,5.3,72.0,0.0,1603.0,50.0
5300,5.97198,0.1159,35346.0,2.2,75.0,77.0,1613.0,50.15
5400,5.93221,0.1157,35392.4,5.7,75.0,31.0,1625.0,47.53
5500,5.97034,0.1157,35395.2,10.1,71.0,17.0,1600.0,45.35
5600,5.94257,0.116,35300.4,2.9,73.0,50.0,1600.0,48.91
5700,5.96534,0.1154,35503.2,5.7,71.0,0.0,1600.0,49.53
5800,6.01413,0.1147,35710.6,2.7,73.0,93.0,1620.0,50.03
5900,5.8881,0.114,35931.5,6.5,74.0,97.0,1617.0,49.01
6000,5.95378,0.1139,35962.8,10.5,71.0,17.0,1617.0,44.13
