2026-09-15 19:35:59,891 | INFO    | main | ================================================================
2026-09-15 19:35:59,891 | INFO    | main | self-learning pipeline (steps=6000, model=6L/512E, vocab=4096)
2026-09-15 19:35:59,891 | INFO    | main | ================================================================
2026-09-15 19:36:00,111 | INFO    | data_engine | buffer has 687 valid block(s); skipping seed
2026-09-15 19:36:00,111 | INFO    | main | engine: Standard PyTorch AMP (forced)
2026-09-15 19:36:00,114 | INFO    | data_engine | corpus mmap already present (corpus_f7eb467c1d7b157a.npy)
2026-09-15 19:36:11,796 | INFO    | main | step 22      engine=pytorch train=7.8834 blocks=687 val_best=inf
2026-09-15 19:36:22,113 | INFO    | main | step 50      engine=pytorch train=7.0914 blocks=687 val_best=inf
2026-09-15 19:36:32,433 | INFO    | main | step 78      engine=pytorch train=6.6235 blocks=687 val_best=inf
2026-09-15 19:36:40,626 | INFO    | pytorch_trainer | M step=100    train=5.9552  31372.2 tok/s  step=0.131s  cpu=2.6% gpu=97.0% vram=1324.0MB temp=71.0C pw=48.55W
2026-09-15 19:36:42,489 | INFO    | main | step 105     engine=pytorch train=6.3589 blocks=687 val_best=inf
2026-09-15 19:36:52,849 | INFO    | main | step 133     engine=pytorch train=6.2012 blocks=687 val_best=inf
2026-09-15 19:37:03,181 | INFO    | main | step 161     engine=pytorch train=6.0247 blocks=687 val_best=inf
2026-09-15 19:37:13,220 | INFO    | main | step 188     engine=pytorch train=5.6952 blocks=687 val_best=inf
2026-09-15 19:37:17,750 | INFO    | pytorch_trainer | M step=200    train=4.8558  33595.3 tok/s  step=0.122s  cpu=4.7% gpu=77.0% vram=1311.0MB temp=70.0C pw=48.78W
2026-09-15 19:37:23,352 | INFO    | main | step 215     engine=pytorch train=5.3642 blocks=687 val_best=inf
2026-09-15 19:37:33,485 | INFO    | main | step 242     engine=pytorch train=5.0888 blocks=687 val_best=inf
2026-09-15 19:37:43,805 | INFO    | main | step 269     engine=pytorch train=4.8784 blocks=687 val_best=inf
2026-09-15 19:37:53,828 | INFO    | main | step 296     engine=pytorch train=4.7127 blocks=687 val_best=inf
2026-09-15 19:37:55,350 | INFO    | pytorch_trainer | M step=300    train=4.4428  34207.6 tok/s  step=0.120s  cpu=2.8% gpu=0.0% vram=1299.0MB temp=71.0C pw=49.03W
2026-09-15 19:38:04,117 | INFO    | main | step 323     engine=pytorch train=4.5783 blocks=687 val_best=inf
2026-09-15 19:38:14,437 | INFO    | main | step 351     engine=pytorch train=4.4716 blocks=687 val_best=inf
2026-09-15 19:38:24,492 | INFO    | main | step 378     engine=pytorch train=4.4119 blocks=687 val_best=inf
2026-09-15 19:38:32,769 | INFO    | pytorch_trainer | M step=400    train=4.2469  34620.4 tok/s  step=0.118s  cpu=24.3% gpu=36.0% vram=1320.0MB temp=71.0C pw=49.5W
2026-09-15 19:38:34,643 | INFO    | main | step 405     engine=pytorch train=4.3425 blocks=687 val_best=inf
2026-09-15 19:38:44,681 | INFO    | main | step 432     engine=pytorch train=4.2810 blocks=687 val_best=inf
2026-09-15 19:38:55,024 | INFO    | main | step 460     engine=pytorch train=4.2406 blocks=687 val_best=inf
2026-09-15 19:39:05,031 | INFO    | main | step 487     engine=pytorch train=4.1933 blocks=687 val_best=inf
2026-09-15 19:39:10,121 | INFO    | pytorch_trainer | M step=500    train=4.1062  34908.5 tok/s  step=0.117s  cpu=7.4% gpu=6.0% vram=1310.0MB temp=71.0C pw=48.07W
2026-09-15 19:39:15,333 | INFO    | main | step 514     engine=pytorch train=4.1603 blocks=687 val_best=inf
2026-09-15 19:39:25,341 | INFO    | main | step 541     engine=pytorch train=4.1336 blocks=687 val_best=inf
2026-09-15 19:39:35,708 | INFO    | main | step 568     engine=pytorch train=4.0992 blocks=687 val_best=inf
2026-09-15 19:39:46,114 | INFO    | main | step 595     engine=pytorch train=4.0674 blocks=687 val_best=inf
2026-09-15 19:39:47,964 | INFO    | pytorch_trainer | M step=600    train=3.8336  35979.3 tok/s  step=0.114s  cpu=1.4% gpu=1.0% vram=1327.0MB temp=71.0C pw=49.7W
2026-09-15 19:39:56,340 | INFO    | main | step 622     engine=pytorch train=4.0419 blocks=687 val_best=inf
2026-09-15 19:40:06,549 | INFO    | main | step 649     engine=pytorch train=4.0209 blocks=687 val_best=inf
2026-09-15 19:40:16,683 | INFO    | main | step 676     engine=pytorch train=3.9904 blocks=687 val_best=inf
2026-09-15 19:40:25,869 | INFO    | pytorch_trainer | M step=700    train=3.7907  35962.5 tok/s  step=0.114s  cpu=3.7% gpu=0.0% vram=1301.0MB temp=71.0C pw=49.61W
2026-09-15 19:40:26,965 | INFO    | main | step 703     engine=pytorch train=3.9485 blocks=687 val_best=inf
2026-09-15 19:40:37,231 | INFO    | main | step 730     engine=pytorch train=3.9164 blocks=687 val_best=inf
2026-09-15 19:40:47,442 | INFO    | main | step 757     engine=pytorch train=3.8774 blocks=687 val_best=inf
2026-09-15 19:40:57,688 | INFO    | main | step 784     engine=pytorch train=3.8559 blocks=687 val_best=inf
2026-09-15 19:41:03,894 | INFO    | pytorch_trainer | M step=800    train=3.7397  36112.1 tok/s  step=0.113s  cpu=1.8% gpu=12.0% vram=1302.0MB temp=71.0C pw=49.75W
2026-09-15 19:41:07,963 | INFO    | main | step 811     engine=pytorch train=3.8231 blocks=687 val_best=inf
2026-09-15 19:41:18,285 | INFO    | main | step 839     engine=pytorch train=3.7970 blocks=687 val_best=inf
2026-09-15 19:41:28,641 | INFO    | main | step 867     engine=pytorch train=3.7644 blocks=687 val_best=inf
2026-09-15 19:41:38,667 | INFO    | main | step 894     engine=pytorch train=3.7421 blocks=687 val_best=inf
2026-09-15 19:41:40,917 | INFO    | pytorch_trainer | M step=900    train=3.6863  36182.4 tok/s  step=0.113s  cpu=0.9% gpu=9.0% vram=1302.0MB temp=72.0C pw=49.67W
2026-09-15 19:41:48,676 | INFO    | main | step 921     engine=pytorch train=3.7255 blocks=687 val_best=inf
2026-09-15 19:41:58,955 | INFO    | main | step 948     engine=pytorch train=3.7011 blocks=687 val_best=inf
2026-09-15 19:42:09,241 | INFO    | main | step 975     engine=pytorch train=3.6862 blocks=687 val_best=inf
2026-09-15 19:42:18,816 | INFO    | pytorch_trainer | M step=1000   train=3.5689  36164.7 tok/s  step=0.113s  cpu=5.6% gpu=0.0% vram=1311.0MB temp=71.0C pw=48.77W
2026-09-15 19:42:19,544 | INFO    | main | step 1002    engine=pytorch train=3.6707 blocks=687 val_best=inf
2026-09-15 19:42:29,550 | INFO    | main | step 1029    engine=pytorch train=3.6410 blocks=687 val_best=inf
2026-09-15 19:42:39,885 | INFO    | main | step 1057    engine=pytorch train=3.6201 blocks=687 val_best=inf
2026-09-15 19:42:49,893 | INFO    | main | step 1084    engine=pytorch train=3.5973 blocks=687 val_best=inf
2026-09-15 19:42:56,146 | INFO    | pytorch_trainer | M step=1100   train=3.5951  36166.5 tok/s  step=0.113s  cpu=7.0% gpu=3.0% vram=1322.0MB temp=73.0C pw=49.85W
2026-09-15 19:43:00,207 | INFO    | main | step 1111    engine=pytorch train=3.5700 blocks=687 val_best=inf
2026-09-15 19:43:10,210 | INFO    | main | step 1138    engine=pytorch train=3.5618 blocks=687 val_best=inf
2026-09-15 19:43:20,566 | INFO    | main | step 1166    engine=pytorch train=3.5377 blocks=687 val_best=inf
2026-09-15 19:43:30,922 | INFO    | main | step 1194    engine=pytorch train=3.5219 blocks=687 val_best=inf
2026-09-15 19:43:33,182 | INFO    | pytorch_trainer | M step=1200   train=3.5414  36187.8 tok/s  step=0.113s  cpu=2.6% gpu=96.0% vram=1310.0MB temp=74.0C pw=50.15W
2026-09-15 19:43:40,962 | INFO    | main | step 1221    engine=pytorch train=3.5056 blocks=687 val_best=inf
2026-09-15 19:43:51,286 | INFO    | main | step 1249    engine=pytorch train=3.4828 blocks=687 val_best=inf
2026-09-15 19:44:01,486 | INFO    | main | step 1275    engine=pytorch train=3.4675 blocks=687 val_best=inf
2026-09-15 19:44:11,049 | INFO    | pytorch_trainer | M step=1300   train=3.4044  36152.0 tok/s  step=0.113s  cpu=2.2% gpu=0.0% vram=1311.0MB temp=71.0C pw=49.25W
2026-09-15 19:44:11,828 | INFO    | main | step 1302    engine=pytorch train=3.4584 blocks=687 val_best=inf
2026-09-15 19:44:22,152 | INFO    | main | step 1330    engine=pytorch train=3.4503 blocks=687 val_best=inf
2026-09-15 19:44:32,290 | INFO    | main | step 1356    engine=pytorch train=3.4421 blocks=687 val_best=inf
2026-09-15 19:44:42,547 | INFO    | main | step 1383    engine=pytorch train=3.4345 blocks=687 val_best=inf
2026-09-15 19:44:48,899 | INFO    | pytorch_trainer | M step=1400   train=3.4339  36146.8 tok/s  step=0.113s  cpu=5.1% gpu=0.0% vram=1327.0MB temp=71.0C pw=49.25W
2026-09-15 19:44:52,574 | INFO    | main | step 1410    engine=pytorch train=3.4044 blocks=687 val_best=inf
2026-09-15 19:45:02,596 | INFO    | main | step 1437    engine=pytorch train=3.3984 blocks=687 val_best=inf
2026-09-15 19:45:12,949 | INFO    | main | step 1465    engine=pytorch train=3.3709 blocks=687 val_best=inf
2026-09-15 19:45:23,094 | INFO    | main | step 1492    engine=pytorch train=3.3574 blocks=687 val_best=inf
2026-09-15 19:45:26,416 | INFO    | pytorch_trainer | M step=1500   train=3.2757  36187.1 tok/s  step=0.113s  cpu=6.3% gpu=83.0% vram=1317.0MB temp=75.0C pw=49.78W
2026-09-15 19:45:33,482 | INFO    | main | step 1519    engine=pytorch train=3.3419 blocks=687 val_best=inf
2026-09-15 19:45:43,803 | INFO    | main | step 1547    engine=pytorch train=3.3322 blocks=687 val_best=inf
2026-09-15 19:45:54,159 | INFO    | main | step 1575    engine=pytorch train=3.3263 blocks=687 val_best=inf
