2026-09-15 22:51:08,194 | INFO    | main | ================================================================
2026-09-15 22:51:08,194 | INFO    | main | self-learning pipeline (steps=6000, model=6L/512E, vocab=4096)
2026-09-15 22:51:08,196 | INFO    | main | ================================================================
2026-09-15 22:51:08,424 | INFO    | data_engine | buffer has 692 valid block(s); skipping seed
2026-09-15 22:51:08,424 | INFO    | main | engine: Standard PyTorch AMP (forced)
2026-09-15 22:51:08,426 | INFO    | data_engine | corpus mmap already present (corpus_d0456d6caeb2daf3.npy)
2026-09-15 22:51:20,462 | INFO    | main | step 22      engine=pytorch train=7.7098 blocks=692 val_best=inf
2026-09-15 22:51:30,572 | INFO    | main | step 49      engine=pytorch train=6.9964 blocks=692 val_best=inf
2026-09-15 22:51:40,615 | INFO    | main | step 76      engine=pytorch train=6.5877 blocks=692 val_best=inf
2026-09-15 22:51:49,633 | INFO    | pytorch_trainer | M step=100    train=5.9587  30561.3 tok/s  step=0.134s  cpu=5.4% gpu=0.0% vram=1609.0MB temp=71.0C pw=47.44W
2026-09-15 22:51:50,796 | INFO    | main | step 103     engine=pytorch train=6.3422 blocks=692 val_best=inf
2026-09-15 22:52:00,875 | INFO    | main | step 130     engine=pytorch train=6.1971 blocks=692 val_best=inf
2026-09-15 22:52:10,976 | INFO    | main | step 157     engine=pytorch train=6.1160 blocks=692 val_best=inf
2026-09-15 22:52:21,022 | INFO    | main | step 184     engine=pytorch train=6.0657 blocks=692 val_best=inf
2026-09-15 22:52:27,053 | INFO    | pytorch_trainer | M step=200    train=6.0339  33069.9 tok/s  step=0.124s  cpu=4.3% gpu=0.0% vram=1609.0MB temp=73.0C pw=48.39W
2026-09-15 22:52:31,165 | INFO    | main | step 211     engine=pytorch train=6.0374 blocks=692 val_best=inf
2026-09-15 22:52:41,232 | INFO    | main | step 238     engine=pytorch train=6.0220 blocks=692 val_best=inf
2026-09-15 22:52:51,574 | INFO    | main | step 265     engine=pytorch train=6.0149 blocks=692 val_best=inf
2026-09-15 22:53:01,612 | INFO    | main | step 292     engine=pytorch train=6.0092 blocks=692 val_best=inf
2026-09-15 22:53:03,118 | WARNING | self_learner | PLATEAU detected after 100 stagnant steps (best rolling avg 5.9943) - refreshing knowledge
2026-09-15 22:53:03,118 | INFO    | data_engine | knowledge discovery triggered
2026-09-15 22:53:05,649 | INFO    | data_engine | fetched 4/4 targets
2026-09-15 22:53:05,650 | INFO    | data_engine | collect_from(4 urls): 4 usable chunks
2026-09-15 22:53:05,875 | INFO    | data_engine | discovery round 170 added 0 block(s); buffer now 692
2026-09-15 22:53:07,673 | INFO    | pytorch_trainer | M step=300    train=6.0209  33805.4 tok/s  step=0.121s  cpu=5.5% gpu=0.0% vram=1609.0MB temp=70.0C pw=38.44W
2026-09-15 22:53:11,787 | INFO    | main | step 311     engine=pytorch train=6.0099 blocks=692 val_best=inf
2026-09-15 22:53:21,834 | INFO    | main | step 338     engine=pytorch train=6.0025 blocks=692 val_best=inf
