step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,5.95874,0.134,30561.3,5.4,71.0,0.0,1609.0,47.44
200,6.03385,0.1239,33069.9,4.3,73.0,0.0,1609.0,48.39
300,6.02091,0.1212,33805.4,5.5,70.0,0.0,1609.0,38.44
400,6.00833,0.1193,34342.1,3.5,71.0,0.0,1604.0,48.98
500,5.95047,0.1181,34687.4,9.4,71.0,17.0,1604.0,45.65
600,5.93858,0.114,35921.8,4.8,74.0,97.0,1604.0,48.95
700,5.98202,0.114,35931.5,4.4,72.0,0.0,1604.0,49.85
800,5.91942,0.1136,36060.1,2.1,74.0,0.0,1604.0,49.12
900,6.05352,0.1141,35913.9,6.5,74.0,28.0,1604.0,46.05
1000,6.01582,0.1141,35899.3,11.0,71.0,16.0,1604.0,46.71
1100,6.00055,0.1147,35725.8,5.3,71.0,0.0,1604.0,49.67
1200,5.95301,0.1147,35707.5,3.1,71.0,0.0,1604.0,49.72
1300,5.94082,0.1147,35718.3,1.8,75.0,56.0,1604.0,49.89
1400,5.93605,0.1142,35869.2,4.4,74.0,97.0,1604.0,49.09
1500,5.92745,0.1142,35861.0,14.0,71.0,15.0,1604.0,45.58
1600,5.94547,0.1137,36027.5,4.3,72.0,65.0,1604.0,50.08
1700,5.95273,0.1136,36047.2,4.4,71.0,0.0,1604.0,49.75
1800,5.99776,0.1137,36035.1,1.3,72.0,0.0,1604.0,49.14
1900,5.98179,0.1144,35815.9,2.2,65.0,31.0,1604.0,48.78
2000,5.9824,0.1141,35887.7,17.3,68.0,15.0,1604.0,46.99
2100,5.92596,0.114,35918.6,6.7,70.0,0.0,1604.0,49.49
2200,5.93945,0.114,35941.3,4.0,71.0,0.0,1604.0,49.48
2300,5.99953,0.1139,35953.5,4.6,73.0,0.0,1604.0,49.64
2400,6.01352,0.1132,36170.7,5.7,71.0,0.0,1604.0,47.45
2500,6.04462,0.1135,36091.3,6.5,71.0,15.0,1604.0,45.6
2600,5.971,0.1142,35875.5,7.9,68.0,0.0,1604.0,49.17
2700,6.00708,0.1143,35849.0,5.1,69.0,0.0,1604.0,48.44
2800,5.98013,0.1143,35843.0,5.1,70.0,0.0,1604.0,49.06
2900,5.96282,0.1144,35800.3,5.7,71.0,50.0,1604.0,49.64
3000,5.96037,0.1145,35777.5,12.9,75.0,28.0,1604.0,49.68
3100,5.96191,0.1139,35968.8,4.8,71.0,55.0,1604.0,49.44
3200,5.88723,0.114,35917.2,3.4,71.0,0.0,1604.0,45.22
3300,5.96129,0.1144,35791.7,2.2,71.0,0.0,1604.0,44.75
3400,5.95285,0.1144,35806.3,2.7,74.0,97.0,1604.0,50.25
3500,5.93484,0.1144,35802.5,13.2,71.0,0.0,1604.0,45.46
3600,5.99692,0.1144,35792.7,4.7,72.0,0.0,1604.0,49.53
3700,6.01897,0.1143,35823.5,7.4,73.0,0.0,1604.0,49.37
3800,6.03185,0.1141,35911.5,9.4,74.0,98.0,1604.0,50.29
3900,6.05285,0.114,35930.9,4.3,72.0,0.0,1604.0,49.26
4000,5.96362,0.1139,35951.8,15.8,71.0,14.0,1604.0,48.11
4100,5.99911,0.1145,35767.4,1.9,71.0,26.0,1604.0,49.59
4200,6.00817,0.1145,35759.9,2.2,71.0,0.0,1604.0,46.97
4300,5.93418,0.1144,35798.5,5.3,72.0,0.0,1604.0,49.43
4400,5.96204,0.1145,35777.3,6.6,73.0,10.0,1604.0,49.43
4500,5.94618,0.1144,35799.4,11.8,71.0,7.0,1604.0,45.23
4600,6.11261,0.1138,35996.0,2.6,74.0,32.0,1604.0,48.2
4700,5.93971,0.1139,35964.0,7.4,73.0,85.0,1617.0,49.6
4800,6.05759,0.114,35945.2,9.5,74.0,0.0,1617.0,49.54
4900,5.96554,0.114,35933.0,8.7,75.0,18.0,1617.0,49.8
5000,5.98617,0.1141,35899.2,13.0,71.0,14.0,1617.0,45.77
5100,5.95562,0.1142,35871.9,3.1,72.0,0.0,1617.0,50.01
5200,6.0679,0.1141,35894.8,6.8,72.0,10.0,1617.0,49.91
5300,5.99061,0.1142,35879.3,9.5,72.0,0.0,1617.0,49.78
5400,5.89293,0.1142,35870.2,5.4,72.0,19.0,1617.0,49.76
5500,6.00737,0.1142,35870.7,13.8,72.0,0.0,1615.0,49.59
5600,5.94024,0.1141,35897.2,6.2,74.0,97.0,1612.0,49.12
5700,6.00463,0.1146,35727.1,3.5,68.0,0.0,1612.0,48.65
5800,5.91837,0.1146,35742.9,10.9,70.0,28.0,1612.0,49.5
5900,5.94181,0.1146,35755.0,4.2,71.0,0.0,1612.0,48.82
6000,5.98618,0.1145,35760.6,11.8,70.0,17.0,1612.0,44.64
