step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,6.20466,0.1391,29447.7,1.8,72.0,0.0,1422.0,49.86
200,5.72233,0.1304,31418.3,1.1,75.0,73.0,1421.0,50.94
300,4.67125,0.1275,32131.8,13.0,74.0,90.0,1421.0,49.98
400,4.38029,0.1272,32205.7,1.8,72.0,0.0,1421.0,45.99
500,4.18681,0.1261,32476.2,10.1,71.0,18.0,1421.0,46.01
600,4.18984,0.1231,33275.6,2.6,72.0,56.0,1421.0,49.94
700,4.19461,0.1231,33267.7,2.5,76.0,28.0,1421.0,50.38
800,4.08916,0.1236,33146.4,2.2,72.0,0.0,1421.0,46.03
900,3.97464,0.123,33296.5,2.6,72.0,18.0,1421.0,47.96
1000,3.85447,0.123,33295.9,6.7,72.0,0.0,1421.0,47.98
1100,3.7809,0.1231,33278.1,2.6,72.0,0.0,1421.0,47.54
1200,3.6834,0.1234,33195.5,2.3,72.0,0.0,1421.0,46.01
1300,3.47898,0.123,33312.5,4.2,72.0,0.0,1421.0,48.59
1400,3.53319,0.1231,33284.6,2.1,72.0,7.0,1421.0,47.98
1500,3.53576,0.123,33296.7,5.7,73.0,0.0,1421.0,50.02
1600,3.60757,0.1228,33362.2,3.1,72.0,0.0,1421.0,50.42
1700,3.54123,0.1228,33358.0,3.4,75.0,46.0,1421.0,48.3
1800,3.28026,0.123,33291.9,3.0,72.0,0.0,1421.0,50.54
1900,3.43096,0.1234,33184.5,4.2,72.0,20.0,1446.0,48.31
2000,3.347,0.1248,32807.5,8.8,73.0,30.0,1439.0,48.45
2100,3.21562,0.1247,32835.7,1.4,72.0,0.0,1439.0,49.4
2200,3.2635,0.1253,32689.0,5.2,72.0,0.0,1441.0,51.56
2300,3.09808,0.1264,32413.1,2.6,72.0,0.0,1441.0,50.49
2400,3.12272,0.1259,32528.6,0.9,72.0,0.0,1441.0,50.53
2500,3.15673,0.1259,32528.8,10.6,72.0,0.0,1441.0,49.11
2600,3.29607,0.1269,32280.4,3.5,72.0,0.0,1441.0,50.11
2700,3.22909,0.1268,32314.4,2.5,75.0,79.0,1441.0,50.82
2800,3.04782,0.1261,32479.1,2.2,73.0,0.0,1441.0,50.88
2900,3.00838,0.1273,32168.1,3.5,75.0,9.0,1441.0,45.93
3000,3.12251,0.1265,32390.4,6.1,72.0,0.0,1441.0,46.53
3100,3.07515,0.1257,32579.8,1.3,74.0,0.0,1441.0,46.13
3200,2.89644,0.1271,32233.3,1.1,72.0,0.0,1441.0,47.33
3300,3.13319,0.1269,32273.8,3.5,73.0,0.0,1441.0,50.51
3400,3.11497,0.1257,32593.4,3.1,74.0,0.0,1441.0,50.57
3500,2.8981,0.1269,32289.6,11.6,71.0,17.0,1441.0,46.67
3600,2.96814,0.1274,32146.8,2.2,74.0,96.0,1441.0,49.52
3700,3.00616,0.1256,32604.4,1.4,72.0,0.0,1441.0,50.24
3800,3.00844,0.1265,32385.2,0.9,73.0,0.0,1441.0,51.06
3900,3.02526,0.1271,32216.8,2.2,75.0,75.0,1441.0,50.79
4000,2.99586,0.1262,32450.4,7.7,73.0,16.0,1441.0,48.76
4100,2.95659,0.1266,32346.8,1.8,73.0,38.0,1440.0,50.87
4200,2.95413,0.1271,32217.2,2.9,72.0,0.0,1440.0,50.08
4300,2.79275,0.1261,32492.9,3.1,72.0,0.0,1440.0,50.26
4400,2.833,0.1266,32356.5,2.6,72.0,0.0,1440.0,47.0
4500,2.85072,0.1269,32271.3,6.0,73.0,0.0,1440.0,51.02
4600,2.97379,0.1262,32468.9,2.2,72.0,31.0,1440.0,49.52
4700,2.76704,0.1261,32494.6,5.2,72.0,0.0,1440.0,51.04
4800,2.82834,0.1281,31969.2,4.8,72.0,0.0,1440.0,50.22
4900,2.84299,0.1271,32224.6,4.6,72.0,23.0,1440.0,50.5
5000,2.77383,0.1259,32525.3,7.6,72.0,18.0,1440.0,46.45
5100,2.8404,0.1272,32199.8,1.3,72.0,0.0,1440.0,49.47
5200,2.80478,0.1272,32189.0,5.2,75.0,89.0,1440.0,51.13
5300,2.84328,0.1253,32679.2,2.3,72.0,0.0,1440.0,50.56
5400,2.74553,0.1269,32264.8,6.5,72.0,0.0,1440.0,49.74
5500,2.74672,0.1276,32093.2,5.9,72.0,82.0,1445.0,50.54
5600,2.74842,0.1257,32594.6,2.3,72.0,0.0,1445.0,47.72
5700,2.7908,0.1272,32206.3,3.1,69.0,96.0,1445.0,28.53
5800,2.68485,0.127,32246.1,4.9,74.0,21.0,1445.0,47.78
5900,2.7941,0.1249,32805.1,2.2,76.0,97.0,1445.0,50.31
6000,2.69613,0.1254,32654.1,8.0,72.0,17.0,1445.0,44.73
