step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,5.98779,0.1295,31628.0,4.4,72.0,92.0,1317.0,49.02
200,5.96554,0.1213,33765.5,9.7,71.0,20.0,1317.0,49.72
300,6.00529,0.1184,34598.5,1.3,71.0,0.0,1317.0,49.71
400,5.95892,0.1169,35031.8,4.0,72.0,0.0,1317.0,49.74
500,6.03246,0.116,35313.4,6.2,71.0,18.0,1317.0,45.23
600,5.99294,0.1126,36376.1,2.6,74.0,21.0,1317.0,49.44
700,5.93277,0.1124,36428.7,2.2,72.0,0.0,1317.0,50.03
800,6.04425,0.1124,36442.9,0.5,72.0,3.0,1317.0,49.67
900,5.98092,0.1124,36444.5,1.3,74.0,97.0,1317.0,48.71
1000,5.98672,0.1124,36454.5,5.7,75.0,69.0,1317.0,49.47
1100,5.98952,0.1126,36374.0,2.3,72.0,0.0,1317.0,49.64
1200,5.96574,0.1126,36366.8,0.9,73.0,0.0,1317.0,49.95
1300,6.02945,0.1126,36374.2,1.1,71.0,0.0,1317.0,47.28
1400,5.97694,0.1125,36397.5,2.2,75.0,59.0,1317.0,49.56
1500,5.9792,0.1125,36396.6,7.0,71.0,0.0,1317.0,49.11
1600,5.97791,0.1122,36509.9,1.4,74.0,16.0,1317.0,46.19
1700,5.91867,0.1121,36527.6,0.5,71.0,13.0,1317.0,48.83
1800,6.03309,0.1121,36535.1,1.8,71.0,0.0,1317.0,48.32
1900,5.98135,0.1126,36371.2,3.5,74.0,90.0,1317.0,50.24
2000,5.96668,0.1126,36361.8,21.0,71.0,17.0,1317.0,44.18
2100,5.99632,0.1128,36320.8,5.7,71.0,0.0,1317.0,49.29
2200,5.99521,0.1128,36325.0,4.4,72.0,0.0,1317.0,49.69
2300,5.94233,0.1128,36327.4,1.1,72.0,31.0,1317.0,49.56
2400,5.99752,0.1122,36498.3,2.6,72.0,0.0,1317.0,49.72
2500,6.02652,0.1122,36511.5,4.7,71.0,0.0,1317.0,46.45
2600,6.03785,0.1121,36553.9,3.1,75.0,74.0,1317.0,50.19
2700,5.97664,0.1148,35682.5,0.9,67.0,0.0,1317.0,48.75
2800,6.03292,0.1147,35721.1,0.9,72.0,0.0,1317.0,48.16
2900,5.976,0.1146,35736.5,0.9,71.0,0.0,1317.0,49.21
3000,5.96468,0.1146,35749.1,5.0,70.0,15.0,1317.0,45.42
3100,5.96273,0.1146,35756.9,2.3,71.0,2.0,1317.0,45.48
3200,5.98089,0.1118,36642.6,3.9,72.0,0.0,1317.0,49.4
3300,6.00601,0.1119,36609.0,1.9,72.0,0.0,1317.0,49.66
3400,5.93147,0.1119,36594.0,0.9,72.0,44.0,1317.0,49.35
3500,5.96729,0.1124,36453.6,4.6,71.0,18.0,1317.0,45.65
3600,5.95314,0.1124,36452.4,1.3,72.0,27.0,1317.0,49.9
3700,5.97401,0.1124,36452.3,1.8,72.0,0.0,1317.0,48.9
3800,5.9669,0.1127,36331.6,2.5,71.0,0.0,1328.0,47.72
3900,5.95112,0.1136,36058.8,2.3,72.0,0.0,1328.0,50.24
4000,6.00624,0.1143,35832.1,21.0,71.0,17.0,4504.0,48.09
4100,5.94677,0.1151,35580.2,4.8,74.0,94.0,4516.0,50.18
4200,5.9519,0.1156,35433.3,7.4,74.0,85.0,1397.0,50.09
4300,6.00612,0.1156,35443.8,3.2,71.0,1.0,1405.0,49.89
4400,5.96282,0.115,35608.5,7.5,75.0,67.0,1442.0,49.66
4500,5.99813,0.1148,35668.9,18.3,72.0,0.0,1426.0,49.44
4600,5.98043,0.1147,35710.8,1.8,75.0,89.0,1419.0,49.76
4700,5.9773,0.1162,35249.2,92.1,75.0,26.0,1382.0,49.71
4800,5.90879,0.1178,34778.0,8.3,71.0,3.0,1456.0,50.05
4900,6.04699,0.1182,34653.6,0.9,73.0,97.0,1438.0,48.22
5000,5.92514,0.118,34725.9,16.6,72.0,67.0,1450.0,49.43
5100,6.01922,0.118,34715.6,7.5,71.0,0.0,1463.0,50.01
5200,5.99961,0.1174,34895.4,5.2,74.0,79.0,1429.0,50.11
5300,5.97674,0.1166,35128.3,26.7,74.0,95.0,1448.0,50.16
5400,5.98099,0.1168,35068.2,3.0,72.0,0.0,1522.0,49.82
5500,5.95662,0.1172,34941.6,10.8,71.0,18.0,1494.0,45.51
5600,6.00409,0.1173,34908.8,4.4,72.0,0.0,1514.0,49.25
5700,6.03965,0.1166,35118.9,13.5,71.0,0.0,1506.0,49.13
5800,5.99205,0.1164,35190.9,2.9,75.0,61.0,1569.0,50.35
5900,6.11614,0.1161,35294.7,4.4,72.0,5.0,1632.0,50.33
6000,5.93922,0.1155,35458.0,11.1,72.0,0.0,1604.0,50.01
