2026-09-15 16:45:01,224 | INFO    | main | ================================================================
2026-09-15 16:45:01,224 | INFO    | main | self-learning pipeline (steps=6000, model=6L/512E, vocab=4096)
2026-09-15 16:45:01,224 | INFO    | main | ================================================================
2026-09-15 16:45:01,433 | INFO    | data_engine | buffer has 687 valid block(s); skipping seed
2026-09-15 16:45:01,433 | INFO    | main | engine: Standard PyTorch AMP (forced)
2026-09-15 16:45:01,435 | INFO    | data_engine | corpus mmap already present (corpus_f7eb467c1d7b157a.npy)
2026-09-15 16:45:13,095 | INFO    | main | step 22      engine=pytorch train=7.8022 blocks=687 val_best=inf
2026-09-15 16:45:23,348 | INFO    | main | step 49      engine=pytorch train=7.0551 blocks=687 val_best=inf
2026-09-15 16:45:33,556 | INFO    | main | step 76      engine=pytorch train=6.6147 blocks=687 val_best=inf
2026-09-15 16:45:42,746 | INFO    | pytorch_trainer | M step=100    train=5.9574  29613.6 tok/s  step=0.138s  cpu=0.9% gpu=0.0% vram=1346.0MB temp=71.0C pw=50.07W
2026-09-15 16:45:43,935 | INFO    | main | step 103     engine=pytorch train=6.3517 blocks=687 val_best=inf
2026-09-15 16:45:54,146 | INFO    | main | step 130     engine=pytorch train=6.2060 blocks=687 val_best=inf
2026-09-15 16:46:04,476 | INFO    | main | step 157     engine=pytorch train=6.1508 blocks=687 val_best=inf
2026-09-15 16:46:14,720 | INFO    | main | step 184     engine=pytorch train=6.0808 blocks=687 val_best=inf
2026-09-15 16:46:16,617 | WARNING | self_learner | PLATEAU detected after 100 stagnant steps (best rolling avg 5.9999) - refreshing knowledge
2026-09-15 16:46:16,617 | INFO    | data_engine | knowledge discovery triggered
2026-09-15 16:46:16,938 | INFO    | data_engine | fetched 4/4 targets
2026-09-15 16:46:16,938 | INFO    | data_engine | collect_from(4 urls): 4 usable chunks
2026-09-15 16:46:17,172 | INFO    | data_engine | discovery round 118 added 0 block(s); buffer now 687
2026-09-15 16:46:21,397 | INFO    | pytorch_trainer | M step=200    train=5.9543  31552.8 tok/s  step=0.130s  cpu=2.2% gpu=87.0% vram=1346.0MB temp=73.0C pw=50.49W
2026-09-15 16:46:24,881 | INFO    | main | step 209     engine=pytorch train=6.0410 blocks=687 val_best=inf
2026-09-15 16:46:35,197 | INFO    | main | step 235     engine=pytorch train=6.0220 blocks=687 val_best=inf
