step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,5.92358,0.1309,31297.4,1.7,73.0,17.0,1283.0,48.43
200,4.71705,0.1217,33661.5,4.6,73.0,95.0,1279.0,48.59
300,4.4654,0.1186,34528.2,2.2,74.0,97.0,1279.0,49.86
400,4.26639,0.1172,34963.3,1.4,72.0,0.0,1279.0,49.87
500,4.1527,0.1162,35234.6,5.7,71.0,18.0,1279.0,45.83
600,3.9034,0.1126,36374.0,2.2,72.0,0.0,1279.0,49.8
700,3.90874,0.1127,36358.3,1.9,71.0,0.0,1279.0,46.27
800,3.89315,0.1127,36336.3,3.2,73.0,72.0,1290.0,49.97
900,3.82474,0.1128,36309.9,1.2,72.0,1.0,1282.0,45.96
1000,3.71971,0.1128,36309.7,5.9,72.0,0.0,1282.0,49.12
1100,3.71179,0.1128,36311.2,3.4,72.0,0.0,1282.0,45.75
1200,3.6457,0.1128,36320.7,1.5,75.0,87.0,1282.0,49.84
1300,3.52917,0.1127,36332.9,4.1,72.0,0.0,1282.0,49.56
1400,3.54193,0.1126,36365.1,2.8,73.0,0.0,1282.0,49.5
1500,3.41979,0.1129,36270.6,7.1,71.0,18.0,1306.0,46.19
1600,3.41047,0.1137,36023.6,3.9,73.0,0.0,1306.0,49.73
1700,3.54614,0.1143,35843.9,4.9,75.0,97.0,1298.0,50.29
1800,3.46787,0.1145,35782.6,14.4,73.0,0.0,1308.0,49.25
1900,3.21621,0.1146,35749.5,4.1,72.0,0.0,1298.0,49.9
2000,3.22332,0.1144,35817.2,11.1,71.0,17.0,1300.0,45.42
2100,3.26302,0.1136,36040.9,2.7,71.0,0.0,1298.0,46.01
2200,3.13971,0.1132,36170.3,22.4,71.0,0.0,1306.0,49.65
2300,3.21741,0.1136,36065.7,6.5,71.0,0.0,1305.0,49.56
2400,3.29394,0.1135,36098.0,2.7,71.0,0.0,1298.0,49.9
2500,3.10273,0.1134,36121.2,5.6,72.0,0.0,1298.0,49.58
2600,3.03896,0.1134,36131.0,3.1,72.0,0.0,1298.0,50.12
2700,3.07355,0.1132,36172.9,2.7,71.0,0.0,1298.0,45.09
2800,3.09211,0.1127,36331.4,3.1,72.0,62.0,1309.0,49.67
2900,3.02133,0.1127,36330.3,4.4,72.0,0.0,1300.0,49.92
3000,2.97138,0.1127,36356.6,5.6,71.0,16.0,1324.0,46.57
3100,2.93276,0.1126,36387.5,1.8,75.0,46.0,1308.0,49.53
3200,2.98751,0.1133,36157.8,3.9,72.0,0.0,1304.0,50.34
3300,3.00126,0.114,35930.5,3.6,72.0,0.0,1304.0,45.63
3400,3.00131,0.1148,35692.5,3.0,73.0,70.0,1304.0,50.03
3500,2.88298,0.1149,35633.2,4.5,71.0,18.0,1293.0,46.04
3600,2.84829,0.1149,35652.9,1.7,71.0,32.0,1293.0,50.21
3700,2.95088,0.114,35920.1,1.5,71.0,0.0,1293.0,45.75
3800,2.66511,0.1137,36031.0,5.7,72.0,0.0,1300.0,48.97
3900,2.86727,0.1131,36213.6,1.3,71.0,33.0,1281.0,50.28
4000,2.80694,0.1131,36230.1,11.5,72.0,60.0,1290.0,47.64
4100,2.8039,0.1133,36166.5,0.9,71.0,0.0,1286.0,49.17
4200,2.94176,0.1137,36037.5,3.1,75.0,89.0,1288.0,48.51
4300,2.74704,0.1133,36153.6,2.2,74.0,94.0,1280.0,49.28
4400,2.89944,0.1136,36061.7,3.1,70.0,0.0,1291.0,49.36
4500,2.7418,0.1136,36062.9,7.6,71.0,3.0,1299.0,49.01
4600,2.79846,0.1136,36064.5,3.5,71.0,0.0,1291.0,49.7
4700,2.78958,0.1134,36105.1,5.9,71.0,0.0,1280.0,49.49
4800,2.74559,0.1135,36091.6,2.6,71.0,0.0,1291.0,49.81
4900,2.60887,0.1131,36226.3,0.9,71.0,0.0,1285.0,49.63
5000,2.70257,0.1132,36198.6,10.9,73.0,0.0,1306.0,50.36
5100,2.73103,0.1132,36174.4,1.9,72.0,0.0,1294.0,49.3
5200,2.58598,0.1133,36159.3,9.7,72.0,0.0,1316.0,49.7
5300,2.58601,0.1141,35906.9,1.3,69.0,51.0,1334.0,45.98
5400,2.64715,0.1145,35767.3,1.7,69.0,25.0,1310.0,48.96
5500,2.48517,0.115,35617.7,11.0,70.0,2.0,1338.0,49.73
5600,2.44642,0.1149,35635.1,0.4,71.0,0.0,1320.0,49.37
5700,2.61126,0.1146,35748.6,1.3,72.0,0.0,1317.0,49.6
5800,2.5717,0.1136,36041.9,2.8,74.0,97.0,1302.0,49.34
5900,2.5251,0.1136,36054.9,2.6,75.0,22.0,1301.0,49.89
6000,2.54275,0.114,35915.2,8.1,72.0,49.0,1314.0,47.81
