step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,5.96743,0.1394,29380.9,10.5,73.0,27.0,1295.0,47.72
200,5.96164,0.131,31257.5,2.6,70.0,0.0,1296.0,49.15
300,5.99113,0.1281,31966.9,3.0,72.0,0.0,1295.0,50.97
400,5.9866,0.1279,32022.8,2.2,74.0,91.0,1292.0,50.43
500,5.98851,0.1275,32115.0,30.3,71.0,16.0,1296.0,45.65
600,5.90803,0.1247,32845.6,5.2,74.0,97.0,1303.0,50.63
700,5.9759,0.1411,29034.8,5.6,64.0,34.0,1287.0,29.67
800,5.99197,0.1439,28472.8,2.2,68.0,0.0,1287.0,49.83
900,5.94262,0.156,26255.8,5.2,66.0,0.0,1293.0,48.42
1000,5.97649,0.1556,26327.5,6.4,68.0,17.0,1285.0,45.59
1100,5.96415,0.1712,23927.7,3.8,62.0,1.0,1288.0,28.47
1200,5.97087,0.1575,26006.1,4.4,68.0,1.0,1293.0,50.1
1300,5.99004,0.1553,26368.6,2.7,70.0,0.0,1293.0,50.35
1400,5.95865,0.1428,28683.9,13.0,70.0,0.0,1303.0,50.11
1500,5.9787,0.1431,28630.1,8.3,71.0,17.0,1293.0,46.26
1600,6.00673,0.1275,32122.0,3.2,73.0,82.0,1293.0,49.85
1700,5.96807,0.1254,32655.7,5.4,73.0,0.0,1295.0,50.76
1800,6.02653,0.1255,32627.2,1.8,75.0,96.0,1293.0,50.32
1900,6.03469,0.1256,32623.2,7.8,72.0,0.0,1293.0,50.78
2000,6.01169,0.1256,32618.1,9.7,72.0,17.0,1293.0,48.82
2100,5.9507,0.1256,32611.7,3.4,73.0,0.0,1293.0,50.59
2200,5.9934,0.1256,32603.4,1.3,73.0,70.0,1293.0,49.88
2300,5.935,0.1256,32610.5,2.3,72.0,50.0,1293.0,50.11
2400,6.0307,0.1257,32594.9,3.7,73.0,84.0,1294.0,50.06
2500,5.96851,0.1257,32573.6,11.3,71.0,17.0,1308.0,46.71
2600,6.01476,0.1393,29414.6,0.5,64.0,0.0,1282.0,29.3
2700,5.98259,0.1551,26401.5,1.8,61.0,0.0,1282.0,28.4
2800,5.98804,0.171,23951.1,1.8,62.0,33.0,1282.0,29.02
2900,5.92667,0.1871,21894.1,3.1,61.0,82.0,1282.0,29.5
3000,5.98705,0.2031,20167.1,3.1,59.0,0.0,1282.0,26.08
3100,5.92043,0.2056,19926.1,3.1,60.0,99.0,1282.0,29.88
3200,6.00881,0.206,19882.4,0.5,61.0,99.0,1282.0,28.76
3300,5.96268,0.2059,19889.4,1.3,60.0,99.0,1282.0,28.48
3400,5.97729,0.2059,19891.9,2.3,60.0,82.0,1282.0,28.27
3500,6.0269,0.2059,19889.9,5.3,59.0,12.0,1282.0,26.93
3600,5.93158,0.2061,19870.8,0.9,61.0,99.0,1282.0,29.49
3700,5.98366,0.206,19887.5,3.5,61.0,74.0,1282.0,27.92
3800,5.91818,0.2062,19868.4,1.8,60.0,0.0,1282.0,27.41
3900,6.00014,0.2062,19862.1,0.4,60.0,1.0,1282.0,27.33
4000,5.9463,0.2061,19874.2,7.7,60.0,14.0,1282.0,25.52
4100,5.97487,0.206,19882.5,1.8,60.0,58.0,1282.0,28.27
4200,5.9682,0.2058,19899.0,3.1,61.0,79.0,1282.0,29.3
4300,5.95555,0.2058,19901.7,1.3,60.0,0.0,1282.0,27.37
4400,6.04675,0.206,19883.9,1.4,60.0,0.0,1282.0,27.91
4500,5.96587,0.2064,19842.2,8.3,60.0,17.0,1282.0,26.58
4600,5.97798,0.2065,19838.6,3.7,60.0,0.0,1282.0,27.3
4700,6.02236,0.2065,19833.8,1.3,60.0,25.0,1282.0,28.28
4800,5.96622,0.2065,19833.1,0.9,61.0,44.0,1282.0,28.1
4900,5.95213,0.2064,19848.6,2.2,60.0,1.0,1282.0,28.26
5000,5.98592,0.2061,19873.5,5.7,60.0,2.0,1282.0,27.51
5100,6.0393,0.2064,19849.6,0.9,60.0,99.0,1282.0,28.38
5200,5.96924,0.2063,19853.2,0.9,61.0,98.0,1282.0,28.49
5300,5.97315,0.2065,19836.2,0.9,60.0,63.0,1282.0,29.62
5400,5.94999,0.2063,19851.2,0.4,60.0,21.0,1282.0,28.73
5500,5.95156,0.2062,19864.4,5.1,60.0,0.0,1282.0,27.3
5600,5.91554,0.2061,19878.1,3.9,60.0,83.0,1282.0,28.3
5700,5.94778,0.2067,19819.4,2.6,61.0,86.0,1282.0,28.39
5800,5.93903,0.2065,19838.1,2.6,60.0,3.0,1282.0,28.3
5900,5.94463,0.2067,19818.5,0.9,61.0,99.0,1282.0,29.57
6000,5.96999,0.2068,19809.5,7.9,60.0,18.0,1282.0,27.29
