step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,6.03682,0.1329,30810.5,2.5,70.0,18.0,1617.0,47.38
200,6.0145,0.1229,33318.5,7.8,72.0,82.0,1615.0,48.18
300,5.99949,0.1195,34262.5,5.7,72.0,0.0,1615.0,49.81
400,5.99267,0.1179,34740.1,3.1,72.0,0.0,1615.0,50.05
500,6.00774,0.117,35018.5,9.0,71.0,18.0,1615.0,46.14
600,6.01229,0.113,36256.3,3.8,72.0,0.0,1615.0,50.11
700,5.97435,0.1131,36231.3,3.5,72.0,0.0,1615.0,49.17
800,5.96075,0.1136,36041.9,1.3,71.0,45.0,1615.0,47.8
900,5.99317,0.1136,36040.7,2.2,72.0,0.0,1615.0,49.91
1000,6.08139,0.1137,36037.2,8.5,71.0,18.0,1615.0,41.56
1100,5.98434,0.1138,35997.7,3.3,73.0,67.0,1615.0,49.88
1200,6.02753,0.1142,35860.3,7.0,72.0,0.0,1615.0,49.95
1300,5.96984,0.1142,35875.4,5.6,71.0,0.0,1615.0,49.85
1400,5.94907,0.1143,35850.9,2.6,73.0,0.0,1615.0,49.85
1500,6.03972,0.1143,35845.4,12.2,72.0,2.0,1615.0,47.48
1600,6.02141,0.1142,35859.4,3.0,72.0,0.0,1615.0,49.16
1700,5.93429,0.1137,36038.6,2.3,72.0,0.0,1615.0,45.18
1800,5.96863,0.1131,36221.9,4.3,71.0,0.0,1615.0,47.48
1900,6.00212,0.1131,36219.9,2.9,75.0,44.0,1615.0,47.43
2000,5.95807,0.1132,36179.7,11.9,71.0,16.0,1615.0,48.06
2100,5.99419,0.1133,36164.0,3.1,72.0,0.0,1615.0,49.75
2200,5.97107,0.1134,36125.9,8.3,72.0,14.0,1615.0,48.12
2300,5.99199,0.1135,36081.3,1.8,75.0,70.0,1615.0,49.81
2400,6.04817,0.1136,36051.9,5.8,71.0,0.0,1615.0,45.67
2500,6.00197,0.1135,36102.2,11.2,71.0,10.0,1615.0,46.37
2600,5.97074,0.1138,36007.9,7.4,72.0,0.0,1615.0,50.23
2700,5.97836,0.1138,36006.7,4.8,72.0,0.0,1615.0,49.68
2800,5.96628,0.1138,36008.2,3.8,72.0,0.0,1615.0,50.16
2900,6.01969,0.1137,36036.4,7.5,72.0,0.0,1615.0,49.45
3000,5.99808,0.1136,36042.0,12.1,71.0,13.0,1615.0,45.87
3100,5.94583,0.1132,36171.3,4.6,75.0,56.0,1615.0,49.39
3200,5.95356,0.1132,36198.8,3.0,71.0,0.0,1615.0,45.67
3300,5.98763,0.113,36231.9,1.3,72.0,0.0,1615.0,49.79
3400,5.96785,0.1133,36151.7,3.8,72.0,63.0,1615.0,49.3
3500,5.99354,0.1133,36152.9,7.2,70.0,5.0,1615.0,48.39
3600,5.94967,0.1133,36165.1,3.9,71.0,0.0,1615.0,49.61
3700,6.00382,0.1133,36140.7,7.5,71.0,0.0,1615.0,49.53
3800,5.97809,0.1134,36115.9,6.9,72.0,15.0,1615.0,49.84
3900,5.94426,0.113,36234.7,3.1,74.0,8.0,1615.0,49.85
4000,5.96088,0.1131,36228.8,12.0,71.0,6.0,1615.0,43.85
4100,5.96141,0.1162,35243.7,3.9,66.0,42.0,1615.0,47.47
4200,6.01624,0.1161,35276.7,4.8,68.0,0.0,1615.0,49.16
4300,5.99036,0.1161,35280.6,4.1,70.0,0.0,1615.0,49.18
4400,6.08148,0.1161,35273.4,9.1,73.0,0.0,1615.0,47.87
4500,5.99282,0.1161,35275.3,8.0,71.0,0.0,1615.0,45.33
4600,5.95515,0.113,36246.8,6.6,72.0,0.0,1615.0,49.7
4700,6.05315,0.1131,36222.3,2.6,72.0,22.0,1610.0,50.24
4800,5.98773,0.1135,36083.4,8.6,72.0,0.0,1610.0,48.09
4900,5.93172,0.1136,36061.3,5.7,72.0,0.0,1610.0,49.96
5000,5.96376,0.1137,36040.0,6.2,72.0,3.0,1610.0,49.35
5100,5.93609,0.1138,36005.2,3.5,74.0,94.0,1610.0,49.63
5200,5.94196,0.1138,35994.9,1.8,72.0,0.0,1610.0,49.47
5300,5.96881,0.1135,36095.5,3.5,75.0,52.0,1610.0,49.62
5400,6.09383,0.1134,36117.8,1.8,72.0,0.0,1610.0,49.17
5500,5.99306,0.1134,36124.4,7.1,72.0,0.0,1610.0,49.5
5600,5.99006,0.1134,36120.4,5.3,72.0,33.0,1609.0,49.88
5700,6.01632,0.1134,36119.2,1.7,72.0,0.0,1609.0,49.6
5800,6.00721,0.1133,36161.3,5.7,72.0,0.0,1609.0,49.4
5900,6.0313,0.1134,36121.6,10.7,75.0,64.0,1609.0,49.81
6000,5.99284,0.1134,36118.9,10.7,72.0,16.0,1609.0,47.78
