step,train_loss,step_s,tokens_s,cpu_pct,temp_c,gpu_pct,vram_mb,power_w
100,6.08567,0.1483,27619.7,3.0,73.0,34.0,1319.0,48.08
200,5.28904,0.1361,30085.8,3.1,74.0,94.0,1319.0,49.55
300,4.64341,0.1332,30752.5,3.1,71.0,0.0,1319.0,50.38
400,4.36228,0.1309,31297.1,0.9,74.0,91.0,1319.0,50.01
500,4.21179,0.1306,31371.7,5.5,71.0,17.0,1319.0,46.23
600,4.07518,0.1258,32563.2,0.9,72.0,0.0,1319.0,50.83
700,3.99376,0.1257,32589.5,1.8,72.0,0.0,1319.0,50.28
800,3.77497,0.1262,32456.1,1.4,72.0,0.0,1319.0,50.79
900,3.76226,0.1261,32479.2,1.7,72.0,0.0,1319.0,50.97
1000,3.65178,0.1255,32633.2,7.4,68.0,12.0,1319.0,27.66
1100,3.54633,0.1256,32618.3,10.5,72.0,0.0,1319.0,48.37
1200,3.65294,0.1266,32348.3,1.3,72.0,0.0,1319.0,50.43
1300,3.56092,0.1255,32640.7,0.8,71.0,0.0,1319.0,46.0
1400,3.45155,0.1261,32471.4,0.8,71.0,0.0,1319.0,49.79
1500,3.46868,0.1273,32172.6,4.8,72.0,67.0,1319.0,50.52
1600,3.40566,0.1267,32318.0,0.9,75.0,95.0,1319.0,50.47
1700,3.28285,0.1261,32478.8,0.4,72.0,0.0,1319.0,50.89
1800,3.24627,0.1268,32292.2,2.7,73.0,0.0,1319.0,51.41
1900,3.31981,0.1269,32290.0,1.1,71.0,0.0,1319.0,46.66
2000,3.36263,0.1253,32686.2,8.8,71.0,18.0,1319.0,44.82
2100,3.22531,0.1256,32601.5,3.1,72.0,0.0,1319.0,47.79
2200,3.21644,0.127,32264.1,0.9,73.0,82.0,1319.0,48.82
2300,3.06781,0.1257,32588.1,0.9,72.0,0.0,1319.0,50.85
2400,3.10161,0.1252,32703.1,1.9,72.0,0.0,1319.0,50.22
2500,3.10069,0.1263,32419.4,5.8,72.0,4.0,1319.0,48.48
2600,3.04106,0.1265,32379.1,2.8,72.0,22.0,1319.0,50.27
2700,3.23348,0.1253,32690.3,3.1,72.0,11.0,1319.0,50.87
2800,2.95391,0.1261,32481.8,1.9,72.0,0.0,1319.0,48.79
2900,3.1529,0.1269,32283.9,0.9,72.0,0.0,1319.0,50.28
